Area;Regione;prov;Cap;2011_1;2011_2;2011_3;2011_4;2012_1;2012_2;2012_3;2012_4;2013_1;2013_2;2013_3;2013_4;2014_1;2014_2;2014_3;2014_4;2015_1;2015_2;2015_3;2015_4;2016_1;2016_2;2016_3;2016_4;2017_1;2017_2;2017_3;2017_4;2018_1;2018_2;2018_3;2018_4;2019_1;2019_2;2019_3;2019_4;2020_1;2020_2;2020_3;2020_4;2021_1;2021_2;2021_3;2021_4;2022_1;2022_2;2022_3;2022_4;2023_1;2023_2;2023_3;2023_4;2024_1;2024_2;2024_3;2024_4
Centro;Toscana;SI;cap;135,91;72,3;72,5;99,18;45,88;38,67;38,41;64;82,5;101,28;44,52;53,73;40,69;46,67;52,13;61,57;68,22;56,6;53,33;74,22;75,27;72,16;82,5;135,22;57,33;70,9;63,7;68,75;50;64,35;73,99;94,16;90,81;69,33;64,09;82,64;65,06;50,29;73,34;109,89;100,28;104,94;83,29;122,84;98,83;142,92;96,4;133,08;91,03;86,13;67,07;93,9;75,77;64,05;94,84;192,25
Centro;Toscana;SI;NonCap;331,34;292,75;292,22;400,42;259,71;277,53;237,42;288,26;218,29;232,66;188,67;224,46;205,2;206,65;190,77;233,28;223,27;290,08;214,39;264,59;247,7;290,48;223,9;308,98;368,9;278,95;235,86;297,39;260,53;323,67;290,56;315,72;268,09;283,55;322,37;374,41;227,39;239,83;265,57;399,22;337,62;419,84;348,89;407,92;377,26;487,84;378,02;408,03;365,78;273,55;329,93;463,01;324,74;416,81;340,75;393,62
Centro;Umbria;PG;cap;274,29;354,28;225;335,15;221,48;194,62;257,32;239,84;220,48;201,86;193,88;230,95;224,59;205,93;170,25;222,04;146,23;224,76;228,84;275,68;226,95;256,38;215,68;251,44;249,79;262,93;231,34;274,86;266,91;257,33;245,88;297,96;240,56;308,95;257,4;251,17;208,66;232,04;256,65;359,83;315,69;314,09;323,78;395,19;360,9;467,18;316,32;415,08;320,63;335,86;281,25;373,51;315,15;346,61;323,78;398,86
Centro;Umbria;PG;NonCap;648,36;721,98;557,48;716,62;587,85;487,14;440,16;493,5;466,22;490,95;402,43;458;432,06;464,06;354,83;445,31;410,52;510,89;490,93;564,89;471,39;557,84;529,99;549,89;505,56;660,97;529,5;531,57;537,21;567,68;526,93;609,09;480,51;566,43;564,81;641,34;463,21;494,66;537,41;753,33;677,41;724,9;713,51;760,83;767,94;1093,23;791,08;775,71;653,7;711,27;639,49;787,92;659,58;762,63;686,21;884,62
Centro;Umbria;TR;cap;270,65;259,78;275,31;339,54;247,09;174,56;136,64;178,42;166,73;204,74;129,43;184,52;132,76;135,66;122,99;131,11;115,92;136,18;98,96;181;121,76;187,52;143,14;148,36;143,63;169,24;112,55;135,76;137,73;183,27;137;177;212,83;183,79;146,54;160,88;90,09;145,29;139,93;229;197,74;210,98;189,09;239,79;200,92;264,51;195,09;209,22;181,43;182,82;179,04;219,28;163,53;196,52;192,67;226,22
Centro;Umbria;TR;NonCap;122,37;105,81;109,11;158,8;75,51;91,66;88,63;79,26;69,29;84,03;60,41;105,54;74,25;64,65;72,31;71,79;57,14;77,43;68,83;56,63;75,05;71,5;64,34;71,01;64,96;101,75;73,33;105,21;85,75;85,73;69,84;82,94;97,14;98,45;93,83;107,05;77,67;98,3;107,12;113,41;111,32;174,01;123,59;136,5;138,25;152,74;115,39;116,34;113,34;150,24;93,33;129,66;110,37;120,96;91,78;147,54
Sud;Abruzzo;AQ;cap;68,5;56;54,2;236,36;81,75;76,74;73,41;73,33;49,35;62,77;53,69;69,23;86,25;73,93;59,95;78,17;57,98;85,42;96,17;126,17;102,24;103,18;65,97;91,99;78,64;81,68;92,06;96,05;87,39;94,79;73,3;119,18;106,03;102,02;100,22;105,97;75,73;102,25;87,69;104,55;91,67;127,29;104,65;120,43;101,08;141,27;96,17;121,49;97,78;101,84;97,77;139,04;104,89;105,89;148,85;172,9
Sud;Abruzzo;AQ;NonCap;229,5;243,41;241,03;299,27;197,88;248,59;211,62;268,15;175,97;235,79;180,9;206,64;140,38;158,93;150,72;207,08;141,2;160,92;154,37;265,52;161,23;159,4;185,88;206,9;145,59;170,28;177,76;232,38;159,97;165,45;177,56;295,42;164,83;181,66;202,66;273,18;146,83;99,08;240,28;271,03;191,75;298,8;252,98;373,66;285,31;393,25;251,05;355,35;301,47;288,05;244,21;384,73;213,28;233,36;254,8;526,69
Sud;Abruzzo;CH;cap;47,22;48,42;53,12;79,44;62,06;72,72;42,28;55,36;50,19;77,5;42,71;52,33;64,12;27;34,15;39,5;33,08;49,61;39,25;42,5;31,58;64,06;44,39;31,56;40,5;60,11;49,5;64,67;53,23;41,94;31,31;53,67;39,5;50,5;58,83;55,49;48,7;39,75;51,39;54;37,33;72,5;66,17;47,37;65,28;63,33;65,17;61;67,13;80,84;68,59;58,88;77,28;73;107,78;101,51
Sud;Abruzzo;CH;NonCap;427,21;449,73;434,25;515,53;329,28;319,43;341,68;345,74;306,03;374,01;268,45;323,47;277,82;274,74;246,84;327,63;246,65;290,8;336,62;287,32;338,2;359,51;340,59;359,25;269,58;349,62;318,62;365,54;324,14;376,02;361,48;401,17;348,83;414,37;313,88;431,58;287,21;267,23;337,02;409,58;366,27;467,8;514,84;526,61;390,87;632,65;475,5;480,89;452,18;449,8;408,51;546,42;359,27;495,14;395,19;640,8
Sud;Abruzzo;PE;cap;231,12;221,67;173,06;353,23;179,5;195,23;191,96;171,05;156,73;153,86;173,99;158,03;150,73;143,94;136,33;136,5;119,14;126,19;202,17;175,89;176,65;193,49;159,25;214,24;245,31;165,42;151,98;386,87;173,33;198,92;158,26;179,97;178,75;196,97;169,97;262,44;136,07;141,31;185,65;230,17;211,16;227,56;171,73;251,08;210,34;324,69;223,83;258,06;272,56;205,67;235,16;297,73;227,73;250,1;246,34;465,05
Sud;Abruzzo;PE;NonCap;311,04;339,55;252,24;371,03;245,89;235,64;177,48;175,08;177,77;209,96;187,4;201,77;156,2;159,45;211,87;190,11;157,25;182,08;174,73;219,68;176,17;250,29;206,02;211,22;188,77;189,14;230,67;242,36;192,09;208,43;179,92;266,6;196,69;251,71;213,29;268,95;185,22;163,75;228,37;278,25;218,57;292,02;267,59;347,06;267,34;329,18;302,11;314,9;300,79;279,56;230,23;306,79;219,74;290,9;271,5;344,06
Sud;Abruzzo;TE;cap;47,34;87;69,17;104,97;70,83;44,56;54;52,81;51,33;49,75;50,79;44,78;52,08;43,66;81,59;72;39;47;29,25;39,34;41,94;56,77;52,75;77,8;45,79;49;51,3;57,2;33,5;30,62;33;40,39;44,17;54,34;35,58;93,69;78;40,11;35,5;94;46;52,34;62,68;68;65,91;76;36,5;59;62;38;41,92;44,77;42,81;61,1;44,5;101
Sud;Abruzzo;TE;NonCap;458,37;518,12;378,5;521,89;346,36;344,97;294,55;358,26;242,98;261,66;274,32;309,38;251;296,94;242,56;303,96;263,14;243,97;263,49;284,98;255,95;341,01;232,67;292,49;246,65;319,68;333,87;352,69;296,56;346,84;297,56;358,69;293,92;344,66;311,09;444,48;247,27;252,32;337,35;436,5;410,67;485,14;406,67;512,79;430,95;632,96;443,06;466,94;337,33;437,57;378,14;548,87;374,54;524,09;480,37;838,61
Sud;Basilicata;MT;cap;82,5;52,22;26,67;69,17;75,15;69;42,8;58,92;57,5;45,47;46,5;45,67;47,12;36,5;56,66;59;47,21;66,5;49;84,42;62,17;75,42;71,83;118,33;59,68;77,75;71,5;109,45;80,5;76,5;62,75;74,65;90;61,39;56,78;70,11;54;65;61,5;106,5;76,34;88,8;73,25;71,54;91,47;154,4;70,88;80,89;67,96;69,55;55,33;87,42;68,83;86,25;85,82;114,92
Sud;Basilicata;MT;NonCap;68,33;81,09;67,28;159,19;92;96,5;58,5;86,65;58;54,18;55,61;53,78;42,95;47,94;38;64,95;57,91;54,44;43;56,76;64,17;53;48;72,11;74,74;53,5;60,92;63,9;44,17;69,75;60,83;71,22;54,69;84,9;75,07;75,26;52,68;67;84,33;81,83;50,43;92,58;75,71;104,54;63,53;84,67;88,83;92,17;68,67;71,04;80,54;91,18;53,83;80,17;58,17;75,3
Sud;Basilicata;PZ;cap;76,56;139,31;55;70,53;44,23;58,08;90,85;51,95;54,5;48,96;63,09;80,25;43,82;38,33;40,5;55,61;34,33;32,5;108;82,36;43,58;63,03;45,84;53,22;39,56;73,15;46,5;56,43;39,27;48,02;32,33;64,78;42,69;85,51;56,94;59,39;36,77;21,17;76,9;53,62;58,7;61,69;44,42;76,41;59,89;99,23;85,38;84,98;73,79;55,07;49,14;71,51;58,56;84,21;57,07;69,87
Sud;Basilicata;PZ;NonCap;94,06;99,06;80,21;138,89;82,46;78,28;87,21;83,76;85,34;71;78,5;69,65;75,99;73,94;71,08;82,21;48,72;66,46;85,96;123,11;122,1;101,05;106,34;121,02;82,17;105,82;108,01;144,24;88,69;86,34;89,7;109,5;95,68;99,5;99,65;117,6;60,83;58,3;129,41;115,89;93,53;100,81;92,65;151,66;97,83;125,3;126,42;146,21;102,79;107,25;99,25;148,8;74,29;118,48;102,79;101,34
Sud;Calabria;CS;cap;57,88;85,67;39;48;63,13;59;35,5;35;31;36,5;45;64,39;31,5;54,07;40,22;57,54;32,5;47,07;48;23;55;56,99;66;66,57;84,5;72,5;40,98;62,84;50,83;51,5;41,67;58,03;61,5;61,63;59,24;60,29;28,5;27;51;64,52;50,21;70,5;74,83;61;55;70,84;40,3;64,28;42,9;69,4;55,85;77,82;44,88;53,06;37,96;107,22
Sud;Calabria;CS;NonCap;222,31;196,12;237,12;280,68;185,74;188,89;175,38;252,4;123,37;174,12;166,89;176,27;120,59;128,19;146,43;158,71;133,84;134,42;161,94;184,93;161,25;160,58;172,96;171,96;160,25;186,33;162,46;208,34;150,24;177,13;207,98;193,53;175,68;172,31;209,88;197,15;151,01;90,08;197,37;223,42;179,18;203,94;222,73;318,12;196,64;239,94;219,57;249,29;194,45;264,02;195,28;291,65;218,74;224,55;232,29;259,46
Sud;Calabria;CZ;cap;23,68;17;31,04;52,9;19;21,12;10,96;24,17;16,62;13,16;9;10;9,54;5;10,63;13,5;12,25;6;8,5;5,86;13;14;10,1;18,8;15,5;22,06;13,5;24,15;7;19;5;15,94;18,58;20,45;12;25;16,38;13,33;14,48;24,08;23,98;23,5;27,4;22;20,5;21,63;9,5;19,33;9;13;26,5;16,15;6,21;18,06;13,32;35,43
Sud;Calabria;CZ;NonCap;57,44;54,56;48,92;50,63;46,83;38,13;38,92;51,26;37;46,34;42,82;38,17;25,75;19,26;39,97;40,42;19,23;18;32,45;43,02;28,17;51,18;38,86;40,3;34;38,08;44,35;34,43;38;28,83;38,05;48;43,66;34,67;53,51;52,33;34,96;26,25;40,84;46,11;42,5;65,42;73,06;61,96;54,5;63,14;71,62;65,42;58,11;62,27;59,22;74,94;64,38;59,56;58,62;74,09
Sud;Calabria;KR;cap;30,5;31,5;21,25;31,5;20;31,11;22;38,5;22,11;51;18;18;45;8;16,73;13,55;10,75;17;11,89;16,5;17;33;17,53;24;19;25;22;46,33;40;20,75;13,75;28,75;20,75;21,5;33,83;27,5;26,15;17;15;18;21,07;28,66;19,33;41,14;35,43;27,36;35,36;33,03;23,39;22,71;20,53;29,22;33,03;37,5;27;29,17
Sud;Calabria;KR;NonCap;12,67;7;8;15;7;17,53;16,33;18;9;7;8;12;11,8;8;20;6;7;9;10;14;9,25;10;10;5;3,5;19;13,74;16,2;7,24;16;16;16,68;15;20;9,01;12,5;11;7;18,5;13;22,5;9,24;27;19,5;10,75;18,87;21;25;10,77;15,93;21,75;29,14;19;11,2;18,51;14,71
Sud;Calabria;RC;cap;288,85;136,15;207,23;141,5;98;99,33;99;117,61;80,6;132,5;95,67;92,33;126,5;116,5;104;114,67;102,5;104;112,11;60;82,25;92;61,92;58,56;67,5;89;77,61;70;78,46;115;116,78;86,3;100,08;72,89;55,66;106,34;51;69;66,83;104,17;110,33;114,59;104,8;156,5;110,04;129;70,47;85;92,36;82,37;111,11;119,78;88,5;69,75;84,48;148,36
Sud;Calabria;RC;NonCap;63,39;78,8;78,33;81,17;54,47;69,13;63,25;49,64;49;64,37;75,42;57,08;36,5;36,84;54;76,19;44,24;44,67;45,11;45;58,17;57,95;46,5;62,05;58,04;56,12;48,17;53,06;52,54;33,7;44,21;76,54;48,56;65,79;52,75;69,2;46,71;24;66,88;61,4;56,5;71,93;72,93;64,77;63,45;57,99;65,23;72,63;60,5;55,31;62,23;70,12;59,08;57,17;67,09;92,52
Sud;Calabria;VV;cap;14;24;24,86;25,75;13,36;11;14;13,28;3;10;5,13;12,5;4,5;14;11,5;15,48;12,5;16,33;10;13;9,5;12;8;5,92;15,25;21;23,33;23;22;8,5;14,5;9,83;16;21;10,33;20;7;7;21,98;21;12;11;15;19;6,27;12,34;10;4;13,98;3,96;15,8;19;15,28;22;16,08;10,08
Sud;Calabria;VV;NonCap;13;8,4;23,96;22,05;15;9,06;21;18,4;22,31;14,8;18;15,24;14;15;18,48;14,19;16;15;16,84;16,89;16,61;11,57;18,34;21,56;17,03;20;24,62;20,2;10;16,94;19;17;13;11;28;17,1;9;8,5;28;17,5;19;27,25;31,73;35;19,03;30;21,11;24,5;22,69;19;21,2;30,75;18,27;21,33;28,5;26,06
Sud;Campania;AV;cap;85,22;84,96;87,32;106,53;47,84;40,7;38,35;52,17;51;68,08;50,5;41;30,69;42,53;43,5;41,07;37;45,3;25,5;46,76;55,54;50,75;49,15;63;43,5;45,25;47,43;66,86;45,89;48,5;44,31;56,17;40,57;65,28;56,67;56,95;34;46,83;45,08;67,59;60,91;78,08;74,67;76,24;73,14;58;54,54;77,91;64,82;47,5;50,92;96,99;74,04;83,02;53;62,83
Sud;Campania;AV;NonCap;214,33;240,26;168,85;254,75;149,02;191,79;140,56;225,63;124,98;161,69;131,07;147,08;135,89;139,02;123,88;170,35;147,57;158,7;130,32;174,52;136,6;145,15;136,93;183,73;162,21;151,23;161,97;200,78;126,89;158,8;165,9;189,33;148,79;192,16;132,14;193,06;126,97;125,89;170,06;197,61;175,33;204,68;200,82;197,58;197,28;198,52;185,86;249,17;179;185,18;210,49;256,27;206,5;223,13;184,63;208,48
Sud;Campania;BN;cap;32,17;40,5;31,67;92,45;39;41;24;44,5;18,48;32,5;24;45,5;28,83;23;47;30;40;41,84;26;22,33;29,17;26,08;63,89;46,63;33;25,01;24;36;23,83;26;20;38;28;29,75;43,17;54;36,8;17;33,33;37,33;24,5;36,5;33,82;65;40,33;50,57;46,72;43;38;41,19;30,34;28,75;37,84;52;32,17;47
Sud;Campania;BN;NonCap;26,2;50,24;25;43,22;45,46;54,24;35,88;48,5;46,05;37,2;36,5;34,26;56,8;54;48,3;47,25;51,92;36;37,4;60;38,95;50;52,92;46,9;37;50,03;41,98;48,05;50;47,77;55;51,25;50,5;39;48,86;52,29;27,89;36,25;39,08;56,56;38,5;64,27;56,73;65,17;47,21;64,4;71,85;60,12;57,7;59,61;55,63;53,98;34,89;56,9;52,05;95,25
Sud;Campania;CE;cap;108,17;100,23;91;120;66,5;104,12;61,57;80,71;47;87;67,63;130,91;70,4;82,3;70,01;83,96;64,49;85,5;86,19;100,35;86,68;125,51;107,57;94,37;110,93;141,06;100,38;120,78;130,52;172,18;140,66;135,05;123,33;131,91;95,33;132,7;98,96;93,88;126,46;138,24;155,75;157,56;114,5;181,48;152,79;223,6;156,75;120,99;123,9;137,93;117,39;158,65;119,94;135,94;164,55;230,79
Sud;Campania;CE;NonCap;805,23;841,16;577,12;827,68;480,09;549,07;407,72;451,42;381,71;508,79;377,39;421,34;430,83;407,34;464,63;519,28;379,7;435,31;361,35;507,89;421,1;535,08;389,72;524,11;467,99;536,65;714,96;549,93;541,9;570,88;489,71;605,36;557,88;553,03;435,08;554,96;432,11;427,49;449,36;742,26;652,6;708,33;590,71;681,26;652,56;775,75;643,74;735,28;1010,19;721,9;607,71;736,64;676,16;759,15;546,78;896,01
Sud;Campania;NA;cap;408,34;439,92;276,98;378,57;263,13;314,58;212,86;429,25;357,31;231,69;174,3;289,72;268,96;277,14;162,84;328,16;209,43;256,49;169,07;229,73;244,88;285,22;203,56;317,39;281,94;350,86;234,11;467,37;385;363,23;238,54;326,59;344,2;387,73;281,15;372,86;313,97;295,32;354,27;388,37;336,91;414,12;297,08;435,13;348,08;367,2;265,53;380,71;372,32;337,08;286,72;427,02;337,7;434,69;223,78;419,27
Sud;Campania;NA;NonCap;867,8;1017,86;791,69;1018,48;900,82;911,7;747,48;880,48;717,34;838,21;658,69;768,27;715,7;725,62;674,81;871,65;690,1;722,9;624,37;972,87;831,76;1035,33;743,17;965,9;960,19;1032,69;763,33;1083,37;1023,35;1194,96;897,26;1188,05;1149,02;1243,45;870,12;1225,76;961,81;840,11;1089,25;1214,02;1267,68;1298,94;1012,1;1364,04;1179,61;1674,8;1009,84;1330,04;1187,72;1226,13;990,92;1426,87;1112,11;1180,62;985,7;1774,7
Sud;Campania;SA;cap;88;45,6;79;159,29;88,71;76,63;52,13;120,5;101,52;67,14;52,67;136;89,02;68,5;59,93;88,09;99,33;109,33;88,1;77,33;66;82,33;88,86;94,19;106,19;122,16;71,29;139,84;114,36;104,98;125,8;140,72;129,34;109,85;70,6;122,33;84,04;69,1;89,75;126,63;106,04;117,33;92,61;136,88;121,17;231,13;92,9;131,53;115,47;187,48;157,49;260,44;138,86;120,86;104,32;161,86
Sud;Campania;SA;NonCap;571,65;538,01;463,4;667,91;555,31;626,09;395,04;523,91;451,97;490,9;448,26;431,93;393,16;461,52;349,06;488,53;469,24;465,45;468,24;534,27;478,8;595,48;453,57;567,53;563,84;558,37;436,82;592,31;518,03;553,1;445,62;641,07;531,11;610,66;484,83;576,89;412,93;455,29;512;681,82;605,21;742,45;542,44;682,49;685,26;785,96;663,68;820,53;643,65;651,05;479,07;715,15;568,98;655,86;521,08;916,63
Sud;Molise;CB;cap;74,08;88,66;67,16;93,48;53,89;49,56;46,06;49,05;28,21;42,5;31,55;18,5;52,63;58,17;41,5;62,47;56,72;43,83;46,53;52,05;63,19;80,05;54,22;65,51;38;54,67;46,33;70,93;49,25;58,55;65,57;56,05;50,5;53,5;57,59;54,97;57,01;47,17;47,83;74,07;74,18;77,92;70,43;93,21;76,34;82,9;59,63;101,03;79,41;73,7;48;80,03;60,58;53,53;51,17;67,47
Sud;Molise;CB;NonCap;223,95;169,87;175,15;157,56;122,31;166,6;157,96;144,04;108,91;109,87;106,66;111,48;106,29;90,04;131,04;114,76;124,07;134,12;118,11;174,9;120,89;134,67;110,16;148,76;121,62;164,58;159,26;138,4;116,28;151,8;120,37;170,92;116,07;150,06;128,08;144,45;92,91;104,98;144,07;200,91;155,75;206,99;177,13;219,33;177,15;228,51;199,88;177,28;154,06;174,04;183,63;179,14;181,6;176,7;149,14;291,7
Sud;Molise;IS;cap;14,25;19;10,95;13,39;14;18,89;14;21,98;16,25;16,83;9;5,22;8,83;6;4;13,5;21;9;10,5;18;4;10,33;9;13;15,33;10;11,07;11,5;11;34;15,5;10;9,01;8,5;13,95;15;11,5;9;9,5;14,96;8;11,8;17;13,5;15,5;15,8;21,25;16;16;15,34;11;21,27;12,34;8;12,97;8
Sud;Molise;IS;NonCap;33,67;23,37;15,96;38,61;16,71;15,09;26,83;26;29,92;18,83;22,18;27,28;23,83;13;43,75;56,55;29,07;25,92;24,11;22,78;17,5;24,5;28;18,42;10,64;20,59;21,83;24,13;18,41;19,17;25,5;18,33;13;29,96;21,5;28,25;25,18;19;21,6;36,67;15,33;39,49;24,5;29,62;48,08;44,04;38,99;57,74;29,74;18,9;25,5;43,63;23,24;17,36;26,25;33,57
Sud;Puglia;BA;cap;384,73;555,19;327,68;383,03;269,87;312,71;175,69;209,15;351,35;367,51;359,75;287,17;728,5;211,24;333,57;228,69;294,85;248,09;254,4;310,15;298,86;310,43;196,97;345,44;238,48;427,68;254,09;459,07;381,18;693,64;309,5;823,42;424,25;351,02;249,9;472,87;249,62;310,04;396,18;539,95;567,84;558,56;374,86;632,02;505,29;1058,52;547,33;775,1;377,72;416,34;354,68;845,5;367,06;533,6;569,57;2334,63
Sud;Puglia;BA;NonCap;1366,17;1517,84;1277,22;1617,26;1168,8;1246,28;973,95;1118,58;1070,75;989,18;842,81;1076,43;1013,95;1100,88;893,39;1062,84;982,41;986,43;899,57;1121,22;1210,47;1202,67;987,92;1278,33;1139,87;1292,87;967,2;1294,26;1114,11;1260,02;950,13;1415,95;1236,13;1373,55;1251,37;1444,82;1088,92;1082,67;1207,76;1517,89;1444,69;1599,77;1370,01;1780,57;1617,81;2306,06;1446,1;1694,48;1298,47;1516,44;1138,67;1729,08;1295,19;1474,02;1261,43;2859,68
Sud;Puglia;BR;cap;180,24;201,97;132,13;136,63;102,97;89,33;77;73,36;109,5;99,15;93,5;101,56;55,67;80,4;78,25;77,59;79,75;108,09;98,98;116,66;139,01;108,76;91,33;90,11;86,56;105,53;71,85;132,64;117,33;111,33;109,49;112,52;118,99;122,69;118,45;104,55;108,68;95,66;98,83;121,13;122,33;144,37;120,71;128,5;132,78;157,41;110,58;129,1;96,85;114,43;100,41;125,78;103,4;135,98;89,34;97,49
Sud;Puglia;BR;NonCap;155,84;174,33;140,88;175,24;120,18;145,26;161,95;128,51;121,64;117,75;127,71;131,37;128,25;126,11;115,44;167,98;124,95;134,82;112,83;133,17;135,45;174,66;130,28;171,09;148,28;157,86;150,18;165,58;175,31;153,95;151,71;195,31;142,12;161,35;154,82;216,54;140,1;94,1;181,36;193,6;175,74;208,14;186,33;219,04;208,71;221,77;209,55;224,19;193,88;217,56;179,45;202,75;199,41;221,26;171,8;205,33
Sud;Puglia;FG;cap;303,08;229,59;148,1;270,97;170,17;147,57;92,5;171,82;141,83;198,95;99,22;117,78;158,5;185,73;182;202,17;137,52;183,43;127,42;188,28;224,32;197,3;147,34;189,3;184,92;156,91;140,8;171,48;169,14;227,3;120,61;219,72;190,24;196,48;157,64;304,66;203,17;187,5;197,19;318,09;240,21;276,09;190,25;318,82;215;227,13;238,95;210,23;190,55;180,75;157,68;206,14;146,63;219,59;179,57;296,65
Sud;Puglia;FG;NonCap;373,09;390,63;332,78;430,7;332,15;344,51;294,31;440,96;407,17;395,64;267,59;368,81;348,71;318,16;310,48;375,72;308,35;303,7;311,74;311,77;352,93;398,93;324,55;397,82;304,59;429,97;355,39;404,97;366,14;439,38;334,83;398,97;359,68;391,35;343,87;389,82;312,7;258,67;399,65;418,83;447,25;506,7;455,16;541,69;456,18;565,48;435,78;520,71;432,13;470,03;385,96;581,64;450,7;443,16;393,83;597,09
Sud;Puglia;LE;cap;148,1;144,48;198,46;261,57;109,89;116,83;95,69;104;77,64;83,84;130,55;100,3;104,57;132,48;98;129,65;100,5;113,2;107,17;125,28;120,09;145,61;111,46;134,17;131,81;120,64;107,67;142,99;116,11;174,83;93,81;159,37;145,01;153,36;150,72;168,98;110,57;146,13;142,37;125,98;188,51;193,25;147;194,04;184,65;177,89;133,33;168,33;187,62;172,65;142,82;199,84;170,66;190,97;150,37;182,31
Sud;Puglia;LE;NonCap;380,94;369,74;362,88;465,58;281,03;300,85;300,7;274,67;260,54;303,67;219,76;308,86;245,62;259,62;252,93;272,87;234,5;248,17;267,77;263,61;293,57;312,82;255,42;290,12;258,64;356,11;307,18;265,66;278,33;330,03;301,51;326,45;266,85;322,68;326,28;345,27;224,9;205,82;312,72;375,45;318,78;386,14;380,5;423,77;374,8;514,31;381,85;431,88;416,61;432,8;359,57;428,77;422,95;405,86;341,49;434,25
Sud;Puglia;TA;cap;103,69;93,5;108;247,5;91,17;72,05;69,33;69,32;58,61;93;50,58;143,91;64,21;57,5;53,5;80,04;49;71,32;62,01;75,91;102,58;74,67;62,36;145,09;76,66;88,94;91,27;96;84,29;75,29;82;105,04;96,15;153,86;75,35;126,97;84,52;91,5;106,07;127,54;105,07;114,52;96,81;131,25;135,16;117,84;85,83;120,96;98,66;113,7;82,07;113,65;110,39;127,41;113,78;143,15
Sud;Puglia;TA;NonCap;246,58;367,19;162,95;220,66;224,51;166,37;123,67;218,48;174,07;169,12;140,42;144,04;145,39;123,39;132,67;183,8;128,17;179,65;134,45;147,68;138,44;164,81;158,61;176,75;167,27;195,34;160,57;188,67;171,58;160,79;154,76;188,11;154,95;217,21;161,66;184,68;107,38;131,11;150;215,22;205,58;220,08;219,21;259,07;255,49;264,94;210,37;256,76;191,88;219,09;234,27;244,41;222,81;206,51;235,35;272,14
Isole;Sardegna;CA;cap;151,72;259,58;182,71;559,43;140,7;140,72;76,58;184,29;103,75;155,46;121,37;138,66;120,77;142,89;146,13;173,29;163,71;132,78;137,82;248,88;171,75;181,4;174,13;228,07;174,74;211,66;217,08;267,43;174,92;193,04;156,97;250,83;192,99;204,92;181,52;218,03;176,96;125,15;212,52;230,34;197,48;265,74;196,03;231,67;249,3;235,48;178,5;226,64;185,59;169,98;177,47;216,82;198,9;274,91;234,26;317,35
Isole;Sardegna;CA;NonCap;297,78;439,72;293,44;422,6;276,74;286,42;215,07;323,33;232,36;280,38;218,84;242,72;181,33;235,37;194,2;258,76;186,99;251,75;250,71;258,71;235,24;324,4;243,56;308,45;251,14;287;267,3;406,26;260,17;335,66;282,29;419,59;295,83;362,17;262,86;375,79;308,27;238,76;298,47;393,34;363,61;406,89;360,22;416,35;425,64;479,08;393,72;449,83;349,87;420,13;342;381,13;321,86;411,55;358,86;450,74
Isole;Sardegna;NU;cap;12;13,12;9,93;14,75;19,5;19,5;17;14,17;7,84;16,44;14,8;10,72;11;15,5;13;14;6;11,57;6;14,3;12,5;15;17;31,33;20,06;13,44;15;17;22;20,12;18,92;15;17;19,33;16,75;21,17;12;5,21;15,75;14,67;15,78;21,17;24,34;28;15,38;23,73;16,5;22,67;27;14,5;22,75;15,5;20,5;15,8;20;38,62
Isole;Sardegna;NU;NonCap;85,85;86;88,18;112,64;51,99;73,51;69,78;70,17;67,06;85,1;65,5;91;52,61;60,98;64,83;71,17;49,77;55,5;40,53;60,33;66,14;73,89;72,16;90,17;50,54;55,02;52,67;84,21;46,97;78,2;67,21;81,7;79,62;69,83;65,16;101,5;61,72;40,63;49,47;93,03;94,78;111,52;72,61;115,24;132,29;113,76;94,98;109,22;79,83;100,92;101,66;119,67;106,45;126,4;92,31;124,86
Isole;Sardegna;OR;cap;12,5;22;19,5;22;15,5;13,25;8,5;22,09;12;9,67;7;9;14,5;14,5;25,83;21,11;14;15;19;23,5;12,17;24;30;28;20,17;18,52;13;22,57;22;23;18,85;12;20,82;25;17,25;26,67;14;22,5;4;18,66;25,2;28;27,01;35,64;13,5;28,5;26,5;27,5;19,5;26,15;31,03;17,7;18,5;33,66;16,67;24
Isole;Sardegna;OR;NonCap;12;17;10,92;13,75;6,33;15,17;9;16;8,06;13,86;5,8;10,5;6;20,78;5,17;15,25;7,67;9,25;11,83;7,34;7,25;6;13,1;3;5;10;15,5;11,67;21,22;14,37;15,33;9,5;12,11;12,57;8;9,64;11,5;6;18,49;18,5;8,37;12,34;19,4;25,55;12,37;35,25;17,92;24,14;24;23,28;19,5;23,46;25,83;14,67;25,4;19,78
Isole;Sardegna;SS;cap;169,68;195,89;143,26;189,09;182,5;173,54;135,07;138,42;96,36;108,11;115,74;168,37;103,13;100,5;103,6;130,85;85,85;145,8;136,84;162,66;120,22;138,53;107,17;144,58;131,42;139,96;113;205,66;169,42;166,05;118,17;160,42;128,98;119,46;151,33;161,58;112,15;117,5;164,58;188,67;152,29;174,17;185,38;205,67;168;223,46;251,72;203,25;173,02;178,78;161,01;175,73;165,97;179,53;171,37;194,08
