Area;Regione;prov;Cap;2011_1;2011_2;2011_3;2011_4;2012_1;2012_2;2012_3;2012_4;2013_1;2013_2;2013_3;2013_4;2014_1;2014_2;2014_3;2014_4;2015_1;2015_2;2015_3;2015_4;2016_1;2016_2;2016_3;2016_4;2017_1;2017_2;2017_3;2017_4;2018_1;2018_2;2018_3;2018_4;2019_1;2019_2;2019_3;2019_4;2020_1;2020_2;2020_3;2020_4;2021_1;2021_2;2021_3;2021_4;2022_1;2022_2;2022_3;2022_4;2023_1;2023_2;2023_3;2023_4;2024_1;2024_2;2024_3;2024_4
Nord Ovest;Liguria;GE;cap;201,31;280,95;205,28;285;178,24;195,98;175,28;183,56;138,5;163,82;130,42;191,97;175,69;204,88;145,32;203,21;161,49;146,94;175,92;213,91;172,35;213,13;171,51;223,71;185,76;211,31;163,04;223,82;193,58;246,5;172,52;253,76;230,65;226,42;257,8;239,11;199,24;160,29;239,83;428,82;408,43;472,24;392,53;528,95;400,92;481,11;386,44;488,69;381,44;441,36;381,7;415,4;383,42;482,98;428,8;492,16
Nord Ovest;Liguria;GE;NonCap;172,07;187,18;137,48;197,25;111,04;124,39;109,56;144,67;115,2;129,21;108,23;124,51;151,53;114,08;103,32;129,77;110,58;140,02;108,95;149,7;124,9;167,36;144,26;165,14;160,42;173,36;180,83;205,48;178,13;191,88;152,41;199,62;158,42;167,08;157,83;199,25;108,91;143,35;167,5;311,48;275,37;345,78;334,45;427,19;351,57;361,8;300,33;383,33;267,97;310,67;272,36;347,42;302,74;368,75;289,18;350,3
Nord Ovest;Liguria;IM;cap;40;32;27,46;25,62;28,26;23,67;20,05;11,5;15,5;23,49;24,86;15,43;15,19;26;23,5;21,78;14,18;18,45;26;22;23;28,22;26,27;32,29;14;32,2;18;20,1;25,01;21,79;21,63;29,12;16,25;16,05;44,28;24,64;26,55;15,25;32,33;35,68;35,35;37,18;54,17;46,13;54,07;39,17;27,61;45,42;46,26;37,83;41,98;49,69;33,63;36,51;29,93;39,8
Nord Ovest;Liguria;IM;NonCap;167,9;206,19;138,38;188,73;151,31;160,31;151,17;176,81;134,53;134,72;118,43;160,71;131,82;144,93;131,59;157,03;165,33;152,07;143,45;210,31;168,69;177,09;159,7;212,68;182,64;202,33;166,95;199,62;180,67;182,58;159,54;219,34;208,73;196,98;195,31;219,69;150,94;114,71;218,61;295,83;237,22;332,06;338,45;390,5;330,69;400,47;379,47;408,79;351,34;400,37;366,01;364,93;312,84;316,8;330,55;387,69
Nord Ovest;Liguria;SP;cap;45,75;32,29;38,5;49,85;34,47;30,73;28,35;52,9;42,08;38,44;30,5;30,89;31,46;38,65;26,64;26,87;31,32;32,25;28,95;38,13;32,92;42,29;42,46;37,82;51,78;36,38;40,77;61,67;28,92;39,03;44,58;42,31;46,1;52,99;44,29;47,89;43,84;29;34,1;46,32;49,61;71,05;40,24;78,48;80,97;85,73;67,2;75,35;65,52;75,33;62,96;78,81;49,97;91,61;51,45;68,82
Nord Ovest;Liguria;SP;NonCap;54,44;94,15;57,74;89,8;62,8;76,36;62,8;87,05;58,25;57,21;64,66;68,09;57,44;56,16;54,72;79,27;49,02;59,22;48,69;68,2;49,52;59,85;71,06;68,25;97,29;115,11;76,2;107,14;72,6;84,92;72,52;106,18;59,93;68,71;74,61;71,12;39,7;42,54;98,97;111,59;114,09;135,69;142,67;162,27;125,02;145,05;131,35;122,48;106,74;133,99;96,77;138,17;103,21;140,69;103,74;111,45
Nord Ovest;Liguria;SV;cap;25,99;33,14;39,49;48,36;21,5;28,28;11;37,27;19,2;27,57;23,76;15,92;19,05;21,09;18,74;24,08;18,43;20,99;12,03;18,12;22,62;28,19;26,5;23,55;27,13;20,77;23,62;22,1;34,58;41,74;14,21;39,64;22,88;24,99;24,25;31,83;23,77;12,1;33,16;65,89;42,68;69,22;45,08;76,26;59,33;67,48;57,28;50,77;56,28;64,16;42,42;73,46;35,22;55,89;65,71;79,71
Nord Ovest;Liguria;SV;NonCap;196,64;169,34;150,88;229,76;134,24;172,98;127,76;166,55;133,65;155,72;125,48;157,58;149,92;126,92;120,74;172,71;120,73;140,29;143,85;152,91;169,08;232,67;193,66;218,46;157,7;188,05;153,56;212,78;181,34;182,96;175,29;245,85;180,6;240,71;201,32;257,57;139,64;119,01;217,37;335,66;237,7;407,9;352,95;422,53;347,56;503,05;389,97;474,2;358,88;422,3;316,34;399,85;330,9;405,59;323,57;457,71
Nord Ovest;Lombardia;BG;cap;28,63;45,18;38,65;31,11;22,23;20,73;21,45;44,35;23,3;26,59;19,34;25,1;26,25;18,07;25,45;41,74;27,03;26;19,61;36,04;22,39;46,57;54,34;50,86;29,71;37,91;51,02;39,14;30,12;52,32;39,4;46,51;67,12;53,17;28,58;85,92;39,83;30,08;46,78;123,92;93,08;125,43;96,81;115,53;133,87;136,82;108,08;177,89;143,32;134,29;134,67;164,35;129,68;207,85;145,61;224,54
Nord Ovest;Lombardia;BG;NonCap;195,39;220,8;189,98;254,19;148,48;161,39;146,19;152,56;154,95;162,99;124,29;187,12;155,35;139,99;140,2;204,87;139,17;162,76;133,09;177,88;161,55;193,28;146,76;233,85;197,9;207,49;158,82;225,84;200,97;218,02;199,99;318,36;272,65;285,77;286,99;320,03;199,09;236,64;295,93;484,42;422,57;534,3;390,61;675,39;499,11;699,39;488,91;652,96;558,74;594,02;508,06;762,71;544,98;724,41;599,91;982,82
Nord Ovest;Lombardia;BS;cap;30,7;46,28;27,19;42,34;30,92;36,13;31,35;32,77;19,39;29,7;27,09;30,06;21,76;30,52;13,5;50,37;25,32;39,5;23,69;42,5;34,33;35,24;38,17;43,88;35,9;63,56;32,54;64,69;45,25;39,63;26,53;40,53;37,63;47,9;48,2;74,9;37,08;42,35;59,87;100,02;122,12;182,55;134,5;174,87;234,86;232,99;201,23;212,44;171,51;170,18;154,23;206,23;216,17;212,14;205,37;263,88
Nord Ovest;Lombardia;BS;NonCap;188,85;178,52;160,31;294,07;162,35;153,97;138,34;168,33;135,89;177,6;147,59;215,41;110;110,99;122,97;160,77;106,21;151,87;152,61;182,74;155,52;166,79;143,01;240,28;180,2;258,66;177,74;239,92;180,39;215,65;200,36;265,02;218,94;233,93;167,79;268,94;177,85;140,42;262,91;415,02;312,72;486,95;383,37;578,77;438,2;566,03;475,44;617,65;481,66;457,75;438,71;654,23;449,76;527,95;441,91;643,41
Nord Ovest;Lombardia;CO;cap;29,56;53,66;23,15;38,27;23,22;30,17;29,37;25,7;19,61;22,78;17,85;21,81;18,07;14,32;23,63;28,48;19,75;19,52;21,49;29,04;36,02;25,09;33,35;39,36;35,49;51,81;31;39,07;27,03;36,64;35,07;56,99;32,83;52,18;34,62;55,5;41,36;40,71;69,82;65,19;76,7;103,92;81,1;93,03;71,32;120,97;111,42;98,6;75,09;99,53;91,43;127,29;116,64;128,91;98,15;120,28
Nord Ovest;Lombardia;CO;NonCap;129,79;182,85;142;186,57;149,69;118,67;110,71;143,17;98,76;116,89;102,82;125,4;91,38;102,02;106,79;105,68;117,6;113,4;112,62;158,67;112,58;173,54;139,71;217,48;147,39;161,36;183,91;250,24;155,86;215,26;164,75;264,48;196,36;209,93;196,67;290,12;175,28;146,79;284,61;352,6;321,13;392,41;364,15;505,55;411,9;462,52;402,43;495,41;418,51;438,37;425,68;469,26;387,2;445,64;384,38;595,16
Nord Ovest;Lombardia;CR;cap;11,87;7;4;17,6;6,67;14;5;8,61;10,92;11,5;9,5;15,5;5;11;8,6;7,52;5,24;8,5;3,33;9,42;5,1;13,17;32,13;8;12;11,25;4,92;10,5;6,51;10,87;12,49;23,92;26,11;11,12;7;17;7;16;24;78,88;53,25;91,83;59,67;91,1;60,64;96,5;55,25;132,19;50,53;80,75;63,83;79,05;53,64;88,5;61,67;142,25
Nord Ovest;Lombardia;CR;NonCap;35;34,17;25,26;24,08;17,67;26,13;43,03;23,08;25,96;23,91;15;25;25,5;12,42;16,31;31,88;9,38;22;17,05;19,2;22,5;34,54;20,26;33,01;23,83;40,63;22,17;43,32;19,83;27,92;28,91;30,58;22,17;35,84;21,83;48,68;34,35;50,06;70,43;97,24;67,14;93,5;100,47;114,22;90,73;107,77;88,67;101,68;91,34;101,01;65,67;109,75;89,59;119,45;71,08;102,29
Nord Ovest;Lombardia;LC;cap;27,66;28,28;22,38;26,41;11,86;18,72;11,5;15,38;17,07;19,21;17,05;13,87;11,65;11,18;12;14,34;8,57;15,67;15,27;21,64;6,16;17,32;20,13;37,05;15,56;15,38;15,46;21,88;17,4;22,68;22,03;47,92;18,64;28,55;14,39;19,29;15,12;16,65;29,99;54,88;39,62;76,96;40,89;62,09;40,63;85,45;41,2;46,46;45,37;45,16;45,34;81,76;41,87;49,74;36,03;62,42
Nord Ovest;Lombardia;LC;NonCap;69,02;101,78;46,08;104,83;62,89;100,74;56,8;91,28;75,48;70,33;50,97;72,83;45,64;66,81;65,06;70,46;52,68;54,67;43,58;78,62;64,95;84,57;86,77;147,51;79,59;139,46;89,13;122,33;84,92;84,98;109,09;133,76;108,7;114,09;81,3;155,64;103,74;88,13;123,37;223,87;195,29;223,07;201,82;231,42;201,34;235,74;214,72;294,87;236,26;223,22;205,45;296,08;200,37;239,3;175,23;245,18
Nord Ovest;Lombardia;LO;cap;12,05;6,52;13;11,83;8,9;4,17;3,18;10,09;4,98;3,19;4,98;14,16;8,53;2,08;11,08;7,78;8,5;14,04;4,06;10,44;12,56;6,06;15,04;31,13;24,28;28,88;9,06;53;17,5;28,58;24,07;24,03;14,05;36,86;34,5;20,86;29,73;24,5;29,36;60,1;30,01;59,23;29,03;51,88;51,73;50,03;42;37,06;42,31;59,5;53,06;49,83;53,78;65;43,71;55,5
Nord Ovest;Lombardia;LO;NonCap;31,92;31;12,9;22,82;23,05;16,42;14,67;15,02;19,17;16;16,46;18;8,85;18;16,5;16,58;15,75;14;14,17;21,32;19,7;35,5;22,63;34,77;49,33;33,81;26,44;28,08;26,19;24,89;21,3;36,23;46,31;28,42;23,21;41,75;22,08;31,09;46,6;78,77;60,67;85,7;73,28;92,56;100,55;114,88;87,94;101,17;71,15;74,87;62,59;132,24;75,08;89,17;90,92;116,3
Nord Ovest;Lombardia;MI;cap;468,21;675,6;443,28;660,18;388,07;471,06;307,35;514,32;409,66;522,09;391,82;487,17;404,22;523,68;552,74;618,76;496,51;491,98;424,94;726,6;473,36;846,97;598,91;926,67;796,57;997,67;887,81;1383,01;800,76;1016,19;841,78;1185,63;1030,7;1143,88;1023,79;1566,73;979,16;999,6;1421,18;2180,82;1898,85;3042,17;2419,96;2908,06;2787,15;3148,44;2193,05;2932,45;2377,1;2648;2390,79;3365,63;2233,18;2500,04;2017,31;3792,82
Nord Ovest;Lombardia;MI;NonCap;555,91;762,39;536,62;749,79;491,76;573,83;421,15;578,02;439,23;464,86;407,08;564,79;436,43;539,45;432,94;540,53;465,49;558,99;460,45;636,18;481,4;691,21;689,15;1186,84;785,65;1057,8;883,52;1455,63;906,89;1157,82;991,76;1447,34;1169,32;1333,89;1214,36;1597,62;1066,4;1077,92;1472,73;2551,69;2302,94;3129,29;2717,39;3142,33;3345,35;3412,88;2763,91;3585,45;2617,9;3037,01;2613,02;3762,56;2440,13;3136,34;2829,9;4193,93
Nord Ovest;Lombardia;MN;cap;8,73;10,07;12;18;12;5;3,16;4;6,32;7,77;9,16;5,3;7;1,22;4;6,66;8,67;5,14;5;7,06;5,33;10;11;9;15;8,11;11;6;4,5;7;6,14;11,17;25,21;16,73;19;13,24;62,22;7;25,22;111,53;77,5;57,67;48,33;76,15;43,98;31,5;50,53;74,57;56;54,47;32,5;40;54,45;48,4;34,7;73,78
Nord Ovest;Lombardia;MN;NonCap;31,81;31,43;12,6;27,18;27,75;16,29;10,91;23,17;24;19,7;12,08;14,62;17,77;18,15;10,5;16,39;20,84;14,17;18,5;16,58;15,33;23,91;12,43;27,26;33,7;19,66;36,25;18,5;43,27;32,92;25,58;22,5;29,21;32,01;65,69;60,2;29,09;25,07;40,63;67,55;68,56;65,41;75,83;107,23;66,08;93,57;70,41;90,21;71,07;79,26;86,11;94,87;81,81;75,32;81,46;100,71
Nord Ovest;Lombardia;PV;cap;19,58;6,33;23,89;23,32;8,48;14,71;15,55;10,08;15,57;20,06;12;26,26;9,5;8,52;7,56;15,4;11,26;8,67;19,02;8,04;15;9,17;10,03;10,3;9;21,4;15,89;13,41;14,5;22,57;25;58,08;37,14;35,06;24,5;31,61;28,79;42,4;41,14;66,25;53,77;61,29;68,39;79,47;70,87;120,84;69,94;70,75;83,68;93,14;55,42;92,75;51,96;109,85;100,82;118,64
Nord Ovest;Lombardia;PV;NonCap;78,69;79,32;73,85;109,78;45,64;70,19;39,25;58,75;44,41;54,58;48,74;59,38;44,53;58,01;55,32;81,36;33,7;47,94;51,19;46,49;67,73;67;50,13;80,71;60,19;91,24;79,17;96,54;86,19;110,01;70,6;126,18;83,91;104,45;92,64;149,22;98,2;93,83;155,99;239,84;216,19;245,33;218,69;287,16;251,16;272,16;249,89;286,68;244,8;226,84;212,51;348,28;284,67;277,58;252,17;413,57
Nord Ovest;Lombardia;SO;cap;16;22,36;26,77;16,5;9;22;13,82;13,33;27,43;13,14;13,4;15,06;21,75;17,68;13,56;15,58;13;15,52;26,5;13;11,5;22,95;17,33;23,66;20,03;34,39;27,62;24,33;15,03;15,83;19,33;21,5;18,8;18,73;19,76;16,44;16,5;13,83;26,59;49,31;40,1;37,23;33,15;32,69;18,17;16,87;57,33;53,53;43;31,03;39,57;45,74;32,03;15,69;34,47;55,36
Nord Ovest;Lombardia;SO;NonCap;134,64;200,29;178,1;223,12;162,54;144,14;120,28;159,7;124,76;133,31;94,79;185,72;111,71;123,55;104,82;157,01;119,75;148;116,34;129,43;124,8;170,65;155,52;162,26;120,61;154,39;138,91;186,92;163,1;163,2;154,02;170,35;121,08;146,67;147,33;238,77;149,01;130,82;214,6;271,79;222,65;256,9;258,91;358,25;252,39;287,15;248,09;372,28;227,83;274,33;275,7;341,09;222,95;275,27;270,03;394,37
Nord Ovest;Lombardia;VA;cap;19,03;15,59;20,11;28,53;43,14;11,05;9,51;14,91;8,64;8;14,55;13,57;12,06;20,7;16,55;42,27;11,52;23,33;18,97;13,59;12,04;21,33;15,03;20,86;14,13;17,14;9,77;23,97;20,59;27,33;15,65;32,13;18,89;21,23;24,09;21,16;18,89;7,58;27,03;56,55;45,54;68,98;48,53;103,64;65,5;87,53;72,29;91,58;88,29;81,62;75,49;100,03;79,41;104,99;66,62;88,21
Nord Ovest;Lombardia;VA;NonCap;190,01;180,55;208,57;231,43;171,34;174,85;150,33;167,8;138,54;143,84;122,75;148,2;112,96;165,95;136,84;155,25;119,08;153,95;149,44;178,57;118,18;192,06;201,57;245,39;195,56;203,3;188,89;343,73;231,18;240,36;242,76;323,5;220,98;260,2;248,41;275,45;221,36;183,64;294,97;456,34;391,16;575,21;493,31;676,1;570,84;739,45;639,8;644,57;639,48;668,29;635,3;739,11;527,6;730,34;694,26;786,64
Nord Ovest;Piemonte;AL;cap;13,05;16,5;14,5;23,52;9;8,03;7;15;15;14,8;7;11,73;8,5;11;8;12,5;12,6;12,83;5,51;10;7,1;18,44;22;23;15,5;14,11;13;16;13,18;13,85;28,5;28;18;29,31;12,22;18,12;18;19;29,51;61,63;65,67;70,25;59,42;79,5;78,5;116,04;55;83,14;78,8;98,34;68;119,94;68;70;82,62;103,64
Nord Ovest;Piemonte;AL;NonCap;77,66;92,17;74,06;86,69;73,64;60,38;59,22;85,67;72,66;66,82;45,07;71,75;55,83;80,88;38,19;66,06;46,68;53,98;45,1;59,61;73,72;66,61;71,08;97,76;66,16;81,49;71,77;129,88;75,46;83,13;77,81;108,17;96;82,25;96;101,09;128,23;71,65;112,41;201,59;189,44;224,98;218,6;259,11;195,98;258,5;191,81;284,45;209,1;267,62;238,22;238,55;219,56;295,3;246,7;282,52
Nord Ovest;Piemonte;AT;cap;10;19,27;7,41;11,07;13,15;7;4,5;11,28;2,16;9,01;4,06;11,38;4,08;5,63;5,24;7,5;4,85;8;5,33;2;10,17;9;6;6,65;12,13;13,25;14,67;23,26;7,5;17;13;11;15;24,25;17,5;20;7;5;51,67;51,14;43;56,5;60,35;77,5;118;71,85;62;95,74;69,06;75,75;52,96;89,5;83,5;76,67;64,42;94,94
Nord Ovest;Piemonte;AT;NonCap;26,78;18,07;27,5;19,23;17,75;20,05;5,66;20,89;9,5;19,05;13,66;13,17;9,01;7,5;16,04;18;12,19;17,5;19,28;25,67;17,68;19,73;6,5;28,43;10,03;14,17;21,83;33,61;18,84;44,5;27,62;30,07;25,17;23,08;25,57;28,75;24,25;21;26,63;57,09;24,66;111,29;91;77,98;83,25;87,36;76,56;77,35;49,46;64,15;63,83;63,33;79,55;88,94;83;89,78
Nord Ovest;Piemonte;BI;cap;24;9;6,38;11;12,14;14,14;5,24;17,5;6;5,5;19,71;9;5,01;12,5;7,72;12,63;8;9,5;10;9;11;11;8;7,5;11,5;11,05;14,48;13,88;13,25;11;10,7;16,52;16,21;13,71;8,95;13,61;27;7,11;34,79;71,5;40,55;55,05;52,79;74;83,5;95,49;60,74;88,58;69,34;119,12;74,02;95,28;79,31;92;69,19;84,63
Nord Ovest;Piemonte;BI;NonCap;50;44,09;40,82;42,16;32,52;35,78;31,47;31,25;33,17;51,76;23,4;31,62;21,51;58,13;32,75;38;33,05;47,89;25,32;52,62;29,52;42;48,09;80,25;45,33;51,21;40,5;67,99;47,92;65,7;45,5;57,57;38,36;67,65;40,01;77,74;53,92;30,17;71,69;93,79;102,39;149,11;94,46;147,96;101,93;132,52;109,67;160,46;121,2;138,51;103,37;197,29;162,18;122,59;155,69;204,36
Nord Ovest;Piemonte;CN;cap;6,33;23,64;12,15;35,11;21,5;23,44;8,8;59,48;18,37;19,07;9,54;14,01;9,13;25,08;8;26,45;9,88;11,63;12,04;13,58;9,71;19,77;24,86;30,6;10,53;12,66;32,81;38,82;17,27;19,97;24;26,72;32,35;34,32;34,86;33,7;20;18,33;33,1;95,31;71,61;86,59;103,49;126,46;86,86;138,81;105,32;109,34;91,81;91,24;65,11;123,38;81,63;106,28;134,08;136,61
Nord Ovest;Piemonte;CN;NonCap;142,95;176,31;204,49;213,14;150,79;153,96;123,03;177,65;127,52;155,06;112,32;176,63;116,51;116,3;102,46;152,67;121,89;161,04;143,11;230,23;136,65;175,3;159,41;265,85;142,27;200,62;166,11;269,53;211,71;188,1;210,99;268,04;170,31;256,57;188,63;328,67;185,39;202,67;314,95;551,82;479,43;614,59;568,49;672,71;535,89;658,9;522,73;633,59;523,89;621,65;451,58;676,51;401,95;543,68;537,21;736,55
Nord Ovest;Piemonte;NO;cap;35,72;34,5;28,36;26,5;23;10,25;11,25;15,17;21,73;22,85;14,1;27,04;13,91;18;12,52;19,83;19,47;22,08;15;25,4;35,25;30,02;36,17;46;35,5;26,4;31,13;38,08;20,75;27,09;29,13;38,38;35,21;25,25;34,66;53,16;19,3;30,73;55,5;89,42;94,03;107,2;87,56;95;105,29;112,3;81,25;154,15;112,42;122,32;92,08;128,67;71,36;149,22;101,57;136,64
Nord Ovest;Piemonte;NO;NonCap;33,42;39,66;44,21;51,21;37,29;41,09;29,02;45,93;38,06;36,02;41,45;39,72;31,67;35;28,81;43,12;37,59;37,77;31,64;46,58;38,2;57,73;57,89;51,75;50,24;58,11;42,14;68,36;51,38;68,68;44,83;72,25;54,58;73,02;53,96;70,72;49,58;46,59;81;141,52;107,75;138,38;147,21;162,12;128,6;190,88;155,1;194,87;130,24;170,94;120,06;179,21;140,64;169,14;157,41;166,83
Nord Ovest;Piemonte;TO;cap;86,52;120,57;95,18;186,7;100,5;112,86;78,21;157,94;81,25;127,34;107,5;145,16;99,17;116,28;86,39;113,92;108,32;124,65;115,42;147,07;122,47;166,94;107,68;205,16;153,97;184,51;144,86;232,74;178,77;281,79;152,38;338,25;200,78;224,09;149,74;301,54;150,68;201,3;482,32;1400,68;1273,9;1629,38;1218,06;1630,86;1396,61;1736,84;1355,63;1728,77;1433,29;1631,08;1233,76;1942,31;1390,09;1759,73;1557,49;2089,22
Nord Ovest;Piemonte;TO;NonCap;181,68;254,8;216,54;331,65;248,28;236,76;139,51;217,78;161,8;210,11;169,6;257,77;192,23;216,63;163,41;214,11;147,98;193,55;188,58;271,23;210,91;266,22;253,35;422,78;262,33;346,83;401,2;630,36;309,91;419,88;444,82;635,53;363,28;448,85;396,37;468,16;335,92;321,92;680,76;1162,37;1000;1389,05;1183,88;1610,74;1189,75;1461,39;1336,71;1525,67;1176,89;1304,99;1020,68;1458,81;1023,72;1423,46;1151,01;1651,71
Nord Ovest;Piemonte;VB;cap;5,5;22;6,88;8,25;11;14,09;3;10;14,34;4,07;6,47;9,88;4,34;7;10,67;8,31;4,5;10,5;11,5;3,5;12;8,67;14;16;9,16;9;6,03;12,86;9,99;12,63;10,5;15,9;10,3;19,49;12;7,25;9;16,08;18,13;16,5;38,5;38,5;40,5;35,37;34,29;41,69;33,5;34,1;31,5;23;31,64;25;21,37;21,86;26,68;67,01
Nord Ovest;Piemonte;VB;NonCap;72,62;61,42;69,11;89,52;56,99;54,15;51,11;46,06;37,25;63,31;52,98;72,04;56,89;51,42;59,89;57,77;34,92;61,8;44,79;109,86;54,85;70,25;58,05;51,87;56;92,25;57,57;95,27;66,74;61,66;65,02;98,28;68,91;77,92;77,07;87,21;52,19;46,55;82,49;122,7;153,59;130,78;160,23;178,63;132,15;179,62;157,65;198,88;171,53;167,31;137,53;172,64;142,37;148,16;139,37;221,23
Nord Ovest;Piemonte;VC;cap;6,39;8;8;7,5;6;4,25;2;1;4,68;6;3,5;3,25;3,1;7,05;8,06;7,67;3;16;4;8;7;5,02;8;12,56;10;17,87;6,25;4,66;10,63;10;11,42;13,28;9;14;11,13;13,89;8,5;10,33;12;39,38;32;44,16;35,5;39,25;44,5;46,14;45,38;68,14;51,5;48,3;43,6;53,06;53;68,25;45,83;52
Nord Ovest;Piemonte;VC;NonCap;31,5;41,37;19,33;46,87;19,5;30,46;18,1;28,5;27,5;22,58;24,35;23,33;24,34;32,77;37,33;33,71;13,79;29,04;31;39,6;37,66;40,85;20,53;50;28,42;26,58;33,27;42,5;41,51;51;40,67;52,59;29,09;51,96;32,8;49,5;22,5;33,8;51,97;93,82;88,77;90,23;78,5;91,76;75,79;103,67;87,64;104,83;95,95;86,26;76,86;95,8;92,92;102,48;78,5;124,07
Nord Ovest;Valle d'Aosta;AO;cap;8,12;9,03;7,87;11,93;13,52;10,07;13,91;17,22;9,74;7,9;8,1;8,24;13;9,35;7,5;12,18;9,07;17,21;19,18;9,67;12,89;12,32;9,83;25,25;24;33,34;15,23;19,58;24,08;15,8;9,08;24,5;13,6;24,27;13,54;26,24;12,25;10,84;19,09;35,59;28,06;33,39;32,76;43,25;27,67;49,54;30,46;55,49;42,04;56,07;27,02;40,62;29,73;37,38;28,04;52,2
Nord Ovest;Valle d'Aosta;AO;NonCap;63,85;76;53,07;87,19;48,14;61,7;56,37;82,82;55,08;48,31;47,7;73,36;34,73;66,2;48,27;81,57;37,39;48,97;53,6;94,73;67,03;101,78;85,9;96,09;66,41;101,2;83,43;132,54;78,31;105,14;108,7;110,36;147,33;97,97;96,18;168,18;96,76;88,11;140,68;168,22;164,13;198,27;190,69;238,52;199,35;232,05;189,51;202,24;164,37;195,02;132,16;214,3;134,57;168,03;156,55;251,7
Nord Est;Emilia-Romagna;BO;cap;86,48;138,74;75,25;98,45;89,43;95,63;65,09;109,73;63,23;102,5;64,74;93,5;92,66;77,66;99,94;103;94,5;101,92;79,63;115,19;78,18;117,31;107;187,3;144,45;150,32;116,95;164,49;135,44;177,36;212,97;196,51;149,1;201,36;176,58;229,96;158,94;169,55;288,38;609,12;537,98;615,84;482,66;607,8;601,02;795,96;504,12;695,03;460,11;558,16;485,1;628,57;448,67;593,86;484,83;713,79
Nord Est;Emilia-Romagna;BO;NonCap;85,57;116,5;75,35;126,48;67,19;83,23;59,84;115,73;75,39;85,24;61,59;88,52;79,09;92,79;66,32;97,97;86,56;95,61;85,31;117,8;104,76;128,56;102,66;194,85;108,98;141,48;150,68;176,15;136,53;172,83;175,32;257,65;144,87;187,84;190,02;233,82;112,48;156,29;277,47;542,88;374,18;571,25;495,72;629,37;483,16;658,87;505,13;543,65;427,13;456,61;502,24;620,93;389,14;557,42;485,39;618,71
Nord Est;Emilia-Romagna;FE;cap;9;22,25;18,25;29,21;17,58;15,07;20,6;9,67;12;22,5;14,53;20,18;22,94;12;15,73;17,84;18,02;29,52;14,25;17,36;16,31;17,08;11,58;12,5;25,01;12,9;23,24;35,03;16,98;25,22;8;24,95;21,37;28,08;23,25;43;59,88;29,5;52,36;48;69;76,89;97,82;100,99;48,76;79,53;59,87;92,73;58,91;64,19;79,19;99,3;82,33;83,6;83,24;96,44
Nord Est;Emilia-Romagna;FE;NonCap;20,61;21,68;25,52;33,28;21,5;19,5;10,75;29,11;10,67;23,2;18,5;18,17;15,93;12,51;10,55;18,52;10;19,39;18;10,75;20,96;19;16,03;25,88;26,39;25,07;21,36;23,9;24,4;21,59;23,09;36,19;35,97;25,5;22,76;45,74;24,04;21,66;61,27;54,23;60,31;81,67;63,15;131,39;85,94;101,04;66,53;86,74;66,32;94,65;67,53;111,04;78,72;86,99;87,43;120,2
Nord Est;Emilia-Romagna;FO;cap;18,75;12,89;14,5;18,81;11,62;11,04;8,78;10,21;8,75;9,37;8;11,38;11,72;15,3;2,92;11,19;6,41;20,01;15,52;16,53;15,58;8,51;13;21,99;11,5;26,51;14,5;26;19,41;15,26;11,75;33,34;23,96;33,66;21,22;23,69;19,51;19,7;19,72;58,3;41,73;54,81;60,38;54,52;43,39;64,2;56,97;65,34;50,21;37,01;48,65;61,79;38,59;44,46;47,5;74,38
Nord Est;Emilia-Romagna;FO;NonCap;38,93;38,71;38,11;47,11;25,33;23,58;26,82;30,64;24,35;29,28;23,52;38,7;30,17;31,39;26,92;35,68;24,92;30,68;37,54;35,96;24,02;50,25;48,5;45,3;34,1;43,99;32,19;50,67;40,62;55,13;41,7;70,28;69,79;69,74;55,17;70,22;40,99;50,89;60,74;105,04;111,73;118,34;128,55;138,39;121,73;110,82;130,41;126,25;103,37;90,48;92,11;124,01;95,02;120,96;113,6;156,43
Nord Est;Emilia-Romagna;MO;cap;58,84;75,45;46,55;77,11;50,27;42,91;23,67;54,47;31,64;34,04;65,5;39,95;55,28;43,06;36,51;50,38;37,35;57,38;45,28;74,22;49,06;93,02;55,86;91,57;70,37;107,74;94,5;150,3;108,54;141,27;91,43;135,62;92,06;142,61;122,54;137,69;100,03;105,85;123,19;187,39;186,21;285,17;215,1;347,24;206,2;236,27;187,78;214,5;210,26;213,76;179,46;269,11;185,68;210,13;136,85;253,72
Nord Est;Emilia-Romagna;MO;NonCap;121,58;114,78;98,15;130,03;61,17;68,22;76,9;77,64;66,58;64,83;51,07;71,48;73,78;80,78;69,53;102,98;62,59;86,69;74,89;89,33;80,74;103,76;91,22;124,04;93,7;150,02;142,43;178,9;144,98;217,98;165,08;200,18;147,24;204,18;159,28;236,77;118,13;128,4;176,77;335,72;254,77;440,51;296,58;370,28;317,41;394,1;347,12;417,82;303,29;340,11;271,21;376,85;322,22;372,85;354,48;459
Nord Est;Emilia-Romagna;PC;cap;10;18,2;10,16;24,44;13;9,5;9;12,17;14,25;12,46;11;19,84;4;8,67;17,57;13,05;13;15,77;9,83;9,86;6;22,72;12;31,33;9,83;25,28;25;38,42;29;37,81;31;53,59;21,66;29,5;39,5;40;18;67,02;24,5;82,12;77,5;79,33;100,68;113,99;84,3;95,37;103,56;123,42;84,69;129,8;74,71;104,59;67,21;118,58;101,34;125,23
