Area;Regione;Prov;Cap;<= 50_2023_1_NTN;50 -| 85_2023_1_NTN;85 -| 115_2023_1_NTN;115 -| 145_2023_1_NTN;> 145_2023_1_NTN;<= 50_2023_2_NTN;50 -| 85_2023_2_NTN;85 -| 115_2023_2_NTN;115 -| 145_2023_2_NTN;> 145_2023_2_NTN;<= 50_2023_3_NTN;50 -| 85_2023_3_NTN;85 -| 115_2023_3_NTN;115 -| 145_2023_3_NTN;> 145_2023_3_NTN;<= 50_2023_4_NTN;50 -| 85_2023_4_NTN;85 -| 115_2023_4_NTN;115 -| 145_2023_4_NTN;> 145_2023_4_NTN;<= 50_2024_1_NTN;50 -| 85_2024_1_NTN;85 -| 115_2024_1_NTN;115 -| 145_2024_1_NTN;> 145_2024_1_NTN;<= 50_2024_2_NTN;50 -| 85_2024_2_NTN;85 -| 115_2024_2_NTN;115 -| 145_2024_2_NTN;> 145_2024_2_NTN;<= 50_2024_3_NTN;50 -| 85_2024_3_NTN;85 -| 115_2024_3_NTN;115 -| 145_2024_3_NTN;> 145_2024_3_NTN;<= 50_2024_4_NTN;50 -| 85_2024_4_NTN;85 -| 115_2024_4_NTN;115 -| 145_2024_4_NTN;> 145_2024_4_NTN
Nord Est;Emilia-Romagna;RA;cap;90,53;273,66;168,42;85,89;87,02;89,76;277,83;168,24;75,68;113,31;84,17;221,44;110,12;59,62;77,95;72;331,87;151,61;64,22;114,69;59,87;229,25;116,12;69,5;78,47;83,43;310,47;159,86;74,33;109,92;54,94;233,39;121,68;60,2;94,54;98,71;364,96;207,76;113,62;145,69
Nord Est;Emilia-Romagna;RA;NonCap;41;240,82;176,7;119,17;179,4;38,91;252,41;181,45;113,04;189,08;29,4;174,37;155,98;89,4;157,14;58,99;336,8;241,55;126,26;230,96;40,46;230,47;160,21;66,76;159,44;48,48;274,89;209,41;124,05;195,86;49;195,55;181,17;105,59;167,16;50,17;246,71;273,06;129,73;241,3
Nord Est;Emilia-Romagna;RE;cap;53;199,3;173,35;69,95;83,74;54,1;206,54;216,05;72,87;74,09;42;134,5;203,33;82,39;75,19;45,85;206,13;205,67;109,39;98,67;50,94;163,27;187,64;67,11;65,7;55;198,67;219,91;80,21;88,63;40,78;173,48;170,35;69,74;82,63;36,52;233,22;246,3;91,5;87,24
Nord Est;Emilia-Romagna;RE;NonCap;44,55;272,71;279,97;161,33;258,39;50,76;307,72;349,77;136,15;283,37;41,25;249,29;321,69;152,08;262,65;49,38;283,71;349,92;203,29;333,2;49;230,7;286,1;147,76;238,96;42,5;290,78;309,87;184,02;316,33;45,33;229,97;266,43;153,07;289,79;52,93;351,77;375,81;259,53;358,08
Nord Est;Emilia-Romagna;RN;cap;27,26;124,79;143,36;32,19;34,58;61,37;137,88;104,66;56,28;53,69;32,89;128,69;111,32;51,67;37,9;68,01;186,27;156,43;75,64;48,84;56;141,79;103,74;54,54;37,17;56,72;155,55;131,18;52,05;40,19;43,56;159,4;138,85;41,33;30,17;59,4;246,56;267,61;99,05;75,5
Nord Est;Emilia-Romagna;RN;NonCap;58,57;184,15;125,74;74,04;91,71;38,05;216,03;141,97;68,88;86,33;44,66;187,19;120,86;68,78;90,05;38,71;244,61;188,96;99,2;119,61;41,67;170,87;129,57;74,49;76,13;66,93;232,33;154,7;81,18;88,65;44,86;177,37;113,58;59,34;62,9;69,26;279,75;220,25;114,42;125,6
Nord Est;Friuli- Venezia Giulia;PN;cap;22;28,33;45,01;32,67;35,02;17;41,52;74,5;37,5;44,5;15;38,95;65,13;41,17;19,46;16,5;60,33;65,51;39,59;27,83;16,67;41;36,97;21,88;27,16;18,11;47;48,53;37,29;26,83;17;37,01;62,75;15,34;28;29;93,5;103,5;68,56;42,97
Nord Est;Friuli- Venezia Giulia;PN;NonCap;28;118,16;133,2;98,42;209,44;19,43;119,84;173,71;111,85;240,39;17;120,83;123,84;118,84;217,58;35;155,17;189,32;163,25;281,42;30,83;110,5;128,17;122,06;204,66;21,17;130,67;163,08;118,05;280,06;33,17;98,67;136,18;100,07;277,67;60,61;168,3;207,34;172,01;321,94
Nord Est;Friuli- Venezia Giulia;UD;cap;31;126,17;98,5;62,12;51,08;33,95;106,74;122;61,17;80,59;14;80,52;104,92;70,26;83;24,5;105,5;141,13;90,21;104,5;27,17;77,02;88,85;52,26;53,81;34;107,15;114,34;84,22;73,22;22,04;85,69;103,28;68,34;78,75;15,09;121,42;143,71;87,85;105,91
Nord Est;Friuli- Venezia Giulia;UD;NonCap;111,58;240,54;215,67;173,31;297,66;87,9;231,86;243,32;201,36;406,69;67,88;224,57;208,93;189,63;356,78;94,81;272,34;296,85;195,31;475,87;104,5;201,75;208,8;141,84;349,92;116,03;261,57;256,2;193,71;405,98;70,64;226,65;263,63;177,51;464,21;120,72;320,09;350,52;253,27;513,81
Nord Est;Veneto;BL;cap;10,5;24,79;20;23;27,17;7,09;25,08;26,88;15,93;18,92;11,56;23,19;33,14;13,53;21,5;10,84;30,01;31,75;17,83;33,63;6;22,16;11,5;25,27;17,58;5;17,65;26,47;27,5;29,8;9;22;43,5;33,17;17,5;13,8;33,47;43,01;26,01;26,13
Nord Est;Veneto;BL;NonCap;65,35;170,86;124,47;80,28;118,72;70,15;179,41;163,02;108,08;135,67;69,14;145,58;141,26;87,77;125,55;76,83;207,76;172,44;124,72;167,83;51,61;138,74;121,43;91,59;107,31;68,81;162,09;136,33;91,42;156,74;56,38;166,51;151,74;89,67;120,38;81,72;220,82;181,36;113,33;157,56
Nord Est;Veneto;PD;cap;62,41;174,12;227,75;136,8;122,01;88,24;166,29;278,7;189,05;158,44;67,93;127,08;243,67;186,3;125,9;93,2;187,65;303,96;181,57;188,16;78,16;159,35;238,74;159,26;145,01;79,68;192,68;286,99;195,83;173,53;67,73;159,39;236,22;157,45;169,88;95,27;203,45;368,52;235,25;200,25
Nord Est;Veneto;PD;NonCap;53,33;389,37;439;377,53;577,21;38,61;447,48;491,38;412,56;710,8;49,56;392,8;458,89;417,03;626,54;56,42;481,87;604,18;503,73;790,12;38,02;330,47;408,27;313,03;560,24;39,4;419,09;507,04;397,86;674,94;32,58;337,19;460,67;364,27;615,55;43,96;488,89;623,38;535,6;840,71
Nord Est;Veneto;RO;cap;11,13;38,52;37,76;30,6;33,36;20,03;44,44;53,83;24,5;49,48;9,5;32,03;54,67;30,5;28,39;19,03;53,04;51,06;36,6;44,23;15,05;34,5;39,5;27,75;39,83;13,06;55,35;52,55;32,78;35,85;9,24;40,5;53,43;19;37,46;10;52,47;57,61;30,57;38,27
Nord Est;Veneto;RO;NonCap;30,92;104,01;138,9;87,63;177,87;39,17;128,51;132,56;102,38;172,96;28,9;100,46;133,98;99,09;169,6;45,05;142,48;158,26;132,84;201,7;35,2;113,68;112,42;91,15;133,78;44,67;128,42;132,62;96,92;166,03;47,25;117,5;117,42;98,84;163,79;65,16;172,84;156,96;134,5;218,11
Nord Est;Veneto;TV;cap;5,09;95,4;97,73;74,66;63,87;16,58;77,42;103,84;58,51;65,97;11,67;72,6;104,5;50,16;71,08;13,31;88,33;108,83;58,25;96,27;12,04;63,53;101,57;34,84;58,67;11,58;67,6;131,5;67,5;59,49;8,19;57,19;95,16;87,51;63,59;18,21;75,03;118,75;97,46;97,21
Nord Est;Veneto;TV;NonCap;78,74;471,42;497,79;347,92;604,44;72,78;508,78;529,57;368,8;666,36;55,01;491,25;484,75;263,56;603,64;84,68;582,01;593,7;442,14;778,97;56,16;445,18;393,5;282,67;513,53;66,04;496,13;491,67;350,03;698,91;77,09;495,22;491,22;358,34;650,42;83,34;689,25;685,8;523,83;810,79
Nord Est;Veneto;VE;cap;49,83;316,73;284,35;123,3;79,89;45,27;306,05;317,85;147,1;101,41;40,09;284,06;287,1;116,76;95,13;65,02;380,36;388,86;191,07;112,38;42,06;264,82;283,1;113,47;97,55;29,34;327,42;313,72;147,23;110,83;52,97;341,33;340,23;154,16;96,25;55,61;386,22;380,2;181,65;141,96
Nord Est;Veneto;VE;NonCap;254,5;756,79;530,5;306,76;343,65;312,36;834,57;587,67;334,36;377,31;201,13;652,86;477,25;299,58;394,12;276,17;874,58;610,47;344,04;464,53;305,38;682,96;431,56;244,06;323,83;320,23;902,2;577,4;366;423;186,77;710,16;589,6;326,91;435,83;320,58;972,55;748,41;468,13;561,22
Nord Est;Veneto;VI;cap;43,05;106,67;140,4;63,09;67,01;42;113,17;114,56;91,5;90,23;27,35;88,19;123,3;78,65;61,4;46,05;120;133,38;91,6;77,33;32;76,19;107,75;77,49;39,39;23,06;90,33;107,99;89,58;83,46;52,03;102,75;109,83;79,01;81,83;51,04;152,31;208,42;95,81;103,07
Nord Est;Veneto;VI;NonCap;111,87;453,27;466,87;309,66;628,14;103,19;518,52;458,52;384,27;657,61;103,49;387,24;432,17;332,06;590,04;142,89;530,48;602,91;440,24;762,8;95,49;392,3;420,68;262,43;520,35;122,57;481,19;511,68;401,29;630,15;92,27;404,22;464,49;401,22;592,72;146,5;610,56;593,09;473,1;772,06
Nord Est;Veneto;VR;cap;51,19;261;295,5;145,46;126,69;37,74;255,74;338,49;153,02;117,88;39,33;232,28;287,5;132;99,25;57,36;303,56;325,24;164,83;166,35;51,14;181,45;272,9;107,38;91,9;43;292,49;294,56;125,19;113,63;40,54;246,15;269,26;144,44;111,96;51,23;308,88;390,74;167,93;150,58
Nord Est;Veneto;VR;NonCap;102,85;463,42;506,86;379,01;554,91;137,37;537,06;614,36;416,66;659,5;95,47;454,43;556,01;318,06;558,97;95,64;662,9;713,95;442,2;684,11;73,84;463,93;469,42;314,74;498,39;127,43;574,49;559,47;354,91;640,52;103;464,35;569,16;366,11;593,29;106,44;665,26;738,77;477,26;715,95
Centro;Lazio;FR;cap;6;19,25;21;20,91;14;3;17;24,72;17,63;19;3;21,5;17,05;21,13;9,75;1,25;17,11;39;20,33;28,42;2;13,51;19,67;10,34;15;5,33;16,84;21;33,5;20,75;3;13,11;22,5;12,5;13;2;27,5;21,67;25;25,7
Centro;Lazio;FR;NonCap;97,02;152,35;146,27;119,9;225,49;112,03;171,12;149,59;129,25;193,28;66,7;160,61;118,36;115,45;179,8;108,28;222,46;183,95;117,99;242,94;76,15;175,22;143,55;91,57;199,23;89,33;195,84;141,94;116;225,88;92,93;145,6;132,76;110,94;176,4;126,68;250,17;167,94;142,35;229,03
Centro;Lazio;LT;cap;14;82;92,72;70,97;46,84;14,33;128,79;114,65;61,97;44,2;19;88,08;70,67;52,6;37,44;22,5;98,13;83,56;66,92;70,45;18;103,75;66,19;63,47;48,25;17,66;127,96;85,08;67,06;44,75;15;74,74;71,59;42,75;39,5;20;84;118,06;70,17;76,97
Centro;Lazio;LT;NonCap;105,5;314,81;264,03;182,13;168,11;128,65;352,47;294,95;200,55;153,72;114,5;281,71;236,45;161,5;128,89;115,31;350,34;309,24;192,85;184,37;94,87;308,91;288,97;163,7;138,46;111;364,38;360,31;177,08;168,33;82,68;306,14;258,46;160,17;136,35;118,01;424,65;343,06;222,55;191,57
Centro;Lazio;RI;cap;4,5;29,05;21,5;31,94;20;10,17;36,61;35;21,01;27;4,5;20,61;19;23,97;30,96;10,94;31;36,41;27,75;30,43;9;21;29,63;16,5;15,5;10,94;40,16;29,67;34,5;34;4;16,2;26;20,63;18;13,25;43;50,33;20,51;39,5
Centro;Lazio;RI;NonCap;42,5;75,61;70,46;43,22;64,46;79,79;116,32;89,67;59,33;75,46;44,29;83,71;59,16;35,05;72,99;54,18;145,75;86,94;53,68;83,88;58,2;114,31;88,56;56,58;67,47;45,92;102,84;82,83;56,17;73,73;48,5;79,5;85,94;51,48;72,45;62,39;138,21;89,63;76,13;97,59
Centro;Lazio;RM;cap;809,07;3529,08;2253,26;998,03;690,74;960,09;3854,99;2478,37;1055,08;796,72;833,45;3156,91;2184,96;889,47;680,69;938,14;3889,13;2395,32;1094,78;884,67;796,55;3133,98;2149,92;938,39;689,32;934,88;3830,67;2621,31;1146,92;933,86;766,2;3226,44;2128,18;970,46;750,76;924,22;4236;2821,09;1183,63;944,66
Centro;Lazio;RM;NonCap;495,94;1666,54;1114,14;563,96;510,12;499,4;1955,02;1263,77;629,17;544,25;403,44;1535,71;1089,68;537,62;504,39;536,69;1992,66;1386,49;631,76;628,54;479,25;1546,39;1043,26;539,07;449,6;534,25;1957,56;1376,84;641,65;597,52;370,32;1694,93;1104,54;572,57;541,41;559,9;2444,12;1507,54;777,51;660,19
Centro;Lazio;VT;cap;16,21;73,83;65,83;54,24;33,99;18;58,55;67;43,99;56,33;11;58,5;58,67;38,01;40,92;20,5;102,2;63,91;42,45;47,25;19,55;48,83;47,1;40,25;39,5;27,5;73,23;59,17;47,4;46,64;14;60,5;57,67;65,33;35,5;29;68,75;63,25;70,25;52,6
Centro;Lazio;VT;NonCap;64,89;249,76;216,22;123,09;145,78;107,86;273,49;242,47;144,18;156,83;63,42;206,32;184,41;119,4;118,91;116,2;300,1;238,79;154,64;178,06;86,46;232,18;192,45;117,11;129,33;93,17;269,39;231,86;139,64;153,25;71,83;229,32;176,71;102,61;137,77;91,99;286,88;279,57;166,24;180,11
Centro;Marche;AN;cap;20,25;107,02;96,07;48,5;27,74;17,69;91,42;114,45;49,67;43,66;18,95;85,67;112,79;46,83;33,34;21,37;106,88;122,23;59,75;42,3;18,54;71,63;101,32;50,21;33,04;25;124,95;112,25;59,83;44,83;23,06;81,25;102,98;58,64;31,2;24,17;108,24;146,1;71,63;51,28
Centro;Marche;AN;NonCap;76,93;262,12;259,18;174,9;178,15;68,44;263,78;316,1;198,17;180,14;44,59;215,03;290,14;174,9;155,19;107,67;324,58;329,9;247,13;226,57;82,25;249,98;286,52;162,91;163,42;105,82;324,43;263,96;202,72;205,14;64,15;203,65;274,45;201,2;173,69;84,33;300,64;351,92;215,63;221,91
Centro;Marche;AP;cap;5;36,25;25;18,5;9,25;8,4;27,5;35,5;25,45;19,25;2,5;17,7;25,24;17,27;16,16;6;23,44;44,85;24,22;25,95;1,1;14,04;27,05;15,67;19,33;4;22,33;29,1;24,5;17,6;5,5;17;30,88;19,83;21,08;9,33;27;42,47;30,66;31,84
Centro;Marche;AP;NonCap;51,58;190,08;193,93;116,13;133,11;53,02;237,18;236,34;147,66;144,1;73,02;225,65;198,62;141,19;136,16;92,64;274,4;268,66;162,49;171,44;58,42;204,08;194,45;113,75;132,42;74,57;244,05;224,55;136,15;137,14;73,72;203,36;192,09;134,62;123,89;144,07;365,57;294,33;171,88;171,34
Centro;Marche;MC;cap;3,5;17,5;22,83;21,75;13,84;7,5;34,5;23;21;16,22;6;17,5;38,66;20,13;17,67;7,96;29,2;31,39;24,34;26,25;4;24,5;28,83;16;27,29;6;30,75;42,67;17;27,17;8;15,5;21,78;25,16;17,45;6;40,5;39,17;19;32,17
Centro;Marche;MC;NonCap;48,11;187,87;149,12;117,82;109,01;50,08;197,96;167,7;125,89;126,53;44,31;188,83;155,4;109,7;112,75;84,03;229,57;198,5;128,23;163,5;57,18;148,72;147,95;113,79;124,09;62,23;189,5;173,11;120,35;147,45;93,67;192,17;171,69;125,34;142,09;95;274,11;226,52;160,52;175,3
Centro;Marche;PS;cap;12,5;88,72;68,06;53,83;39,43;22,4;62,73;80,6;60,59;33,17;22;72,2;88,48;39,5;33,66;15,67;92,02;85,89;64,83;41,17;16,11;60,1;66,5;55,59;36,19;21;70,23;82,76;53,14;59;11,5;98,83;61,33;49,58;39,82;20;103,48;89,17;73,2;46,59
Centro;Marche;PS;NonCap;53,63;197,74;156,46;111,72;180,67;51,5;221,14;164,57;127,02;158,96;43,67;186,6;140,17;91,41;134,6;56,25;232,67;207,18;136,41;178,88;48,33;193,61;162,86;85,06;132,04;63,5;207,87;167,81;114,16;159,18;40,5;207,33;169,83;123,78;151,57;61,5;249,78;237,17;170,15;218,79
Centro;Toscana;AR;cap;8;56,86;70,15;45,67;56,49;11,11;68,82;80,89;58,56;60,72;6,79;54,14;59,17;50,71;51,84;17,33;72,17;91,12;43,59;53,57;19,5;52,88;73,49;39,59;49,67;18,2;46,8;83,2;53,2;60,85;15;42;70,47;51,33;57,98;23,67;58,67;83,85;50,67;59,5
Centro;Toscana;AR;NonCap;32,5;144,44;161,67;115,18;156,26;39;161,3;188,02;124,05;153,31;27,33;131,04;169,81;106,43;143,47;21,04;160,24;221,7;123,98;209,24;27,67;112,92;168,58;99,53;157,15;32,42;179,41;198,41;140,4;182,26;30,5;150,19;178,51;116,02;149,81;39,27;203,73;205,16;146,25;205,9
Centro;Toscana;FI;cap;155,09;437,23;329,44;164,35;121,74;150,36;487,52;389,44;179,55;129,44;112,74;369,45;272,31;123,64;115,18;137,3;504,12;364,78;161,92;150,54;105,71;425,65;322,84;153,9;128,6;104,2;418,68;359,63;184,11;158,74;99,54;376,01;336,32;122,93;118,37;138,3;483,28;438,51;197,48;151,9
Centro;Toscana;FI;NonCap;111,27;533,63;492,65;267,72;337;113,12;560,75;534,9;313,6;325,35;81,02;453,88;502,87;216,82;296,98;108,47;498,11;564,83;314,09;434,5;93,34;468,5;488,46;240,28;282,44;138,5;529,32;552;350,34;312,78;96,62;499,21;504,87;313,14;296,47;103,68;657,87;604,83;353;347,07
Centro;Toscana;GR;cap;34,06;118,97;81,63;42,83;40;33,63;94,18;89,83;59,25;37,5;22;96,86;56,72;34,33;26,32;28,75;95,62;87,3;41,15;22;26,1;90,54;74,97;41;20,33;26,53;81,06;85,77;42;31,61;18,83;92,26;72,2;36;21,5;31,15;107,86;90,08;50,77;39,67
Centro;Toscana;GR;NonCap;82,78;248,61;200,81;79,13;102,23;90,71;289,68;212,25;81,27;82,39;58,44;181;131,91;81,74;99,12;88,01;255,22;185,2;117,43;101,87;77,76;239,17;171,53;68,36;55,37;81,96;243,73;197,17;101,69;101,77;66,16;190,15;151,54;80,67;78,5;79,51;254,88;203,1;92,22;112,07
Centro;Toscana;LI;cap;26,5;163,12;184,41;79,07;52,26;38,25;198,62;176,49;77,33;70,42;33;158,73;149,17;79,13;54,59;34,6;171,5;175,71;79,91;77,1;26,95;145,98;126,42;62,59;47,17;26,73;206,84;185,39;86,92;44,63;29,57;185,64;165,36;65,44;54,2;37,57;167,64;192,79;100,81;57,15
Centro;Toscana;LI;NonCap;115,41;296,64;196,22;85,35;66,37;125,14;370,23;259,06;93,48;88,98;89,13;264,68;160,83;94,39;67,33;141,07;369,93;254,51;96,22;101,58;93,73;293,04;173,67;61,49;63,87;126,02;417,27;227,18;80,52;75,55;80,12;273,87;210,26;76,89;71,91;180,13;375,41;251,12;105,25;75,88
Centro;Toscana;LU;cap;13,6;64,84;67,99;54,33;82,52;17,5;80,52;83,5;48,67;98,5;11,5;63;52,17;55,92;73,8;13,5;72,73;78;57,33;73,17;14,67;46,47;55,21;44,8;72,03;10;64,04;56,5;47,5;95,21;8;41,54;74,78;37,3;87,55;8;75,5;80,9;66,58;102,17
Centro;Toscana;LU;NonCap;44,41;212,96;212,09;153,79;283,35;58,93;238,04;277,59;182,76;315,04;37,41;218,38;236,25;163,08;279,07;52,88;245,6;231,32;193,98;308,71;46,39;209,95;189,11;145,67;250,66;66,48;225,29;244,87;176,18;315,23;49,21;232,42;230,28;170,17;239,11;63,18;288,47;271,36;184,1;349,28
Centro;Toscana;MS;cap;10;78,63;54,77;28,28;25,08;14,02;75,92;56,08;35,74;14,99;18,38;67,41;64,27;28,39;27,97;17,83;70,8;53,79;26,64;34,1;5,51;59,72;39,92;32,51;19,53;17,75;64,67;54,81;18,5;27,33;12;46,83;50,77;26,33;19,67;12,38;77,26;49,17;30,76;34,42
Centro;Toscana;MS;NonCap;44,67;114,62;115,74;55,92;84,87;38,06;112,45;97,68;88,85;81,23;53,47;106,08;104,12;71,33;79,33;50,63;126,75;116,28;69,97;88,28;39,25;90,33;96,28;56,5;64,48;45,26;130,36;107,48;74,81;87,25;36,69;100,95;112,91;64,71;78,05;53,42;104,23;133,53;75,33;80,11
Centro;Toscana;PI;cap;51,13;94,2;88,51;52,62;41,07;55,5;105,6;101,59;57,08;47,78;37;101,67;83,23;57,88;49,43;62;127,39;107,31;74;50,93;46,5;83,45;87,46;46,5;38,06;46,04;109,63;122,14;56,64;48,67;45,05;98,92;105,1;45,17;50,05;51,52;111,35;139,7;68,48;43,61
Centro;Toscana;PI;NonCap;45,7;276,88;276,09;191,42;247,95;46,05;287,86;315,36;191,42;262,78;45,68;266,25;265,43;150,16;217,72;53,8;315,14;326,28;196,53;260,58;32,17;265,45;252,65;140,24;206,46;50,1;321,9;289,85;169,02;219,11;42,25;249,35;243,2;206,25;252,56;78,7;321,33;335,53;211,44;306,21
Centro;Toscana;PO;cap;40,17;136,71;154,93;84,37;99,75;26,82;129,89;198,28;84,59;110,72;23,67;138,94;145,71;78,9;76,73;36,65;134,71;172,73;91,36;97,3;25,2;117,48;134,17;88,42;81,59;27;153,58;166,45;109,15;93,54;27;144,93;133,35;87,57;89,5;27,01;160,07;166,18;110,34;125,57
Centro;Toscana;PO;NonCap;2;36,06;43,5;21,72;33,76;3;53,5;47,67;21,17;37;4;38,3;38,44;23,67;33,17;9,25;46,66;55,5;30,84;47;6,33;31,23;40,49;20;21,42;9,83;35;51;26,67;42,14;11,7;34;35,5;22,92;33,22;5;49,99;68,99;28,61;47,72
Centro;Toscana;PT;cap;9,83;60,34;71,82;46,13;48,67;5,63;55,08;79,52;50,33;46,22;10,83;54,44;64;59,86;47,09;26,11;63,8;79,86;52,16;49,77;8,67;48,67;53,88;36,08;49,94;17,5;57;77,82;58,34;68,64;4,5;52,5;63,96;35;52;9,33;54,83;78;60,27;78,5
Centro;Toscana;PT;NonCap;19,5;144,96;120,89;81,75;105,98;43,63;177,73;146,04;112,92;150,06;25,75;163,47;127,24;118,25;125,9;47,98;188,47;160,76;99,75;146,11;31,5;132,61;119,37;76,99;110,97;50,35;154,46;164,09;120,66;178,01;23,97;134;150,82;114,58;159,09;37,07;177,74;195,45;122,59;169,53
Centro;Toscana;SI;cap;11,5;44,18;59,51;33,5;29,02;14,96;50,67;47,43;22,13;21,25;5,75;38,52;43,22;22,5;15,33;10;59,52;42,01;23,36;31,33;11,08;37,71;36,47;18;18,52;6;43,27;41,41;25,5;24,25;9;28;45,5;28,53;27,08;12,5;55,4;59,83;34,33;24,83
Centro;Toscana;SI;NonCap;43,33;168,62;191,33;120,81;120,53;24;190,56;146,19;114,87;154,16;25;155,35;157,89;79,78;112,21;49,5;206,67;212,85;124,76;174,74;40;156,77;165,22;110,54;118,56;34;187,6;213,37;104,61;148,46;36,75;141,25;181,35;94;127,28;51,17;214,89;191,74;119,26;157,95
Centro;Umbria;PG;cap;49,69;131,09;138,59;88;106,58;54,58;138,98;132,18;94;90,06;58,25;129,96;147,17;79,59;86,84;62,74;190,81;175,26;99,67;89,83;49,66;124,13;110,66;73,18;74,25;50,9;142,65;154,2;105;89,25;56,53;146,21;142,75;84,27;92,34;78,46;183,13;160,67;95,11;113,62
Centro;Umbria;PG;NonCap;66,14;252,68;311,33;247,93;323,93;76,68;302,89;346,22;256,68;336,06;90,1;311,04;303,73;251,05;305,97;85,76;323,57;383,7;271,97;397,32;83,17;254,09;285,12;249,65;304,99;83,17;287,89;323,45;254,77;380,58;71,01;274,08;300,21;278,92;311,35;89,03;348,41;409,58;306,81;371,79
Centro;Umbria;TR;cap;18,19;85,86;98,29;63,13;48;17,96;89,03;105,6;60,78;44,11;20,8;68,92;103,5;61,61;45,58;29;101,4;137,32;72,41;54,92;15,1;81,98;87,89;50,75;37,7;28,1;99,83;96,66;60;63,72;18;77,58;98,43;59,94;46,5;35,54;111,43;121,34;77,07;80,67
Centro;Umbria;TR;NonCap;15,17;64,65;72,67;52,05;109,52;27,96;94,17;84,33;58,67;88,57;13,21;54,03;72,92;57,87;70,17;26,51;71,2;86,79;53,58;100,78;17,83;67,22;62,94;45,25;74,78;36,67;84,5;90,33;51,41;93,81;28,12;61,08;71,82;50;87,36;35,67;89,56;86,47;54,16;109,83
Sud;Abruzzo;AQ;cap;10,67;39,06;47,85;49,83;32,7;16,1;47,66;43,46;37,54;40,73;12;27;49;51,17;26,5;16,5;45,87;64,58;50;45,75;21,39;39,5;45,83;34,67;35,56;11,2;52,28;55,15;42,38;34,97;17,12;74,2;83,77;45,48;38,18;24,5;73,82;64;52,37;56,89
Sud;Abruzzo;AQ;NonCap;127,35;264,7;141,82;89,47;90,9;105,46;317,58;171,44;116,38;104,95;131,32;248,68;148,98;97,85;92,38;189,34;405,7;198,71;123,02;148,31;123,7;245,71;136,64;100,9;95,66;150,62;279,83;169,92;101,17;103,47;121,17;241,07;157,9;91,08;106,15;237,23;483,52;231,97;149,27;125,43
Sud;Abruzzo;CH;cap;9;37,5;49,83;27,25;18,75;9;45,5;52,17;33,34;27,67;4;33,5;44,93;36,67;18;6;49,97;40;29,78;19,6;5;34,05;43,75;25;22,75;8,14;42,58;30,6;25,64;18;6;54;59,67;39,45;28,75;23;70,22;49,17;39,42;23,5
Sud;Abruzzo;CH;NonCap;75,6;239,33;186,99;143,88;158,81;70,13;254,62;216,89;145,33;167,48;63,24;238,3;193,5;134,64;144,05;107,77;302,65;243,26;190,07;186,23;84,23;232,8;205,63;130,46;142,44;97,24;300,94;240,93;171,34;154,4;82,64;266,31;183,88;139,41;174,74;84;384,21;296,39;196,4;216,42
Sud;Abruzzo;PE;cap;10,5;99,52;109,94;99,42;52,5;18;63,77;116,02;89,83;44,84;10,5;88,77;112,59;69,68;52,33;17,03;114,51;149,68;95,04;59,02;15;83,03;107,83;72,6;63,44;23;99,75;143,97;85,99;63,67;22,5;87,93;112;101,31;55,5;29;179,8;188,33;113,75;80
Sud;Abruzzo;PE;NonCap;36,51;148,7;115,14;100,42;85,49;37,51;128,25;107,07;107,07;93,59;38,15;111,22;126,03;81,13;79,03;48,17;164,5;119,67;97,17;100,67;38,33;122,6;96,61;78;68,65;46,33;133,89;133,74;97,5;125,83;31,7;116,28;115,38;81,03;112,31;43,33;192,17;146;86,02;109,42
Sud;Abruzzo;TE;cap;3;15;30,33;26;26,67;7;18,06;20;22;20,5;4;20,9;24;23;22,22;5;22,01;32,5;33,5;30;12;12;18;23;22,81;3;26,15;32,1;36,18;19;6;21,13;22,5;32,33;30,22;6,04;32,07;44;39,5;44,37
Sud;Abruzzo;TE;NonCap;70,17;258,9;155,56;85,9;102,47;99,22;340,04;179,2;114,07;124,93;71,5;258,34;159,95;109,32;108,61;111,5;332,91;230,5;135,06;128,06;105,46;270,53;154,87;112,86;115,19;91,52;334,91;210,78;124,47;141,31;69,5;322,28;175,78;102,67;118,52;143,36;462,24;263,34;146,81;147,3
Sud;Basilicata;MT;cap;14;34,5;40,39;33,25;16;10;47,5;37,78;46,47;23,38;8;37,83;34,25;20,83;18;5;48,83;50,17;28,5;26,17;3;41,5;40,8;28,67;17,34;3;49,33;50,66;22;16,33;4;41;48,83;32,25;19,3;4;42;58,67;41,11;30,42
Sud;Basilicata;MT;NonCap;41,8;105,18;57,86;33,11;36,25;41,25;117,1;85,24;48,18;26,17;50;91,11;61,13;43,13;31,56;51,8;122,3;65,1;41,61;29,03;41,5;101,49;73,42;36,55;26,25;36,16;109,56;63,66;50,44;31,97;34,95;101,47;55,35;34,13;23,01;55;117,05;88,55;33,71;34,68
Sud;Basilicata;PZ;cap;10;34,5;43,58;36,34;17,4;4,1;21,01;40,85;21,33;26,01;8,19;27,54;22,43;26,8;16,5;6,02;40,82;51,77;41,17;27,83;5;30,67;28,72;20,32;21,67;14,04;38,54;51;35,97;16;7,01;26,77;34,05;25,5;19,33;13;38,87;38,99;37,62;20,23
