Area;Regione;prov;Cap;2011_1;2011_2;2011_3;2011_4;2012_1;2012_2;2012_3;2012_4;2013_1;2013_2;2013_3;2013_4;2014_1;2014_2;2014_3;2014_4;2015_1;2015_2;2015_3;2015_4;2016_1;2016_2;2016_3;2016_4;2017_1;2017_2;2017_3;2017_4;2018_1;2018_2;2018_3;2018_4;2019_1;2019_2;2019_3;2019_4;2020_1;2020_2;2020_3;2020_4;2021_1;2021_2;2021_3;2021_4;2022_1;2022_2;2022_3;2022_4;2023_1;2023_2;2023_3;2023_4;2024_1;2024_2;2024_3;2024_4
Nord Est;Emilia-Romagna;BO;NonCap;1474,25;1815,09;1538,62;2070,69;1240,97;1326,94;1152,07;1447,63;1084,65;1343,8;1091,09;1382,67;1123,18;1243,13;1160,43;1501,42;1181,95;1439,93;1298,1;1712,84;1393,19;1845,66;1525,64;1926,59;1488,85;1870,39;1531,26;1888,58;1619,06;2042,39;1764,98;2283,96;1767,58;2056,93;1817,84;2214,19;1464,26;1720,25;1856,06;2471,67;2039,47;2799,9;2322,94;2941,82;2343,72;2969,52;2211,91;2786,78;2008,45;2282,74;1986,25;2664,32;1731,06;2365,84;2089,57;2791,91
Nord Est;Emilia-Romagna;FE;cap;343,81;409,84;367,3;417,73;290,33;295,17;233,84;259,25;231,25;261,32;227,82;248,44;238,02;246,4;214,99;282,34;227,15;280,36;260,07;321,27;306,99;370,19;331,77;334,44;325,75;406,01;343,01;413,58;350,23;420,62;345,97;549,36;395,89;532,53;436,74;488,1;434,68;422,74;384,68;433,23;415,98;530,04;475,95;575,41;493,29;536,12;484,3;634,6;457,53;488,3;493,39;582,02;397,72;555,73;483,73;573,44
Nord Est;Emilia-Romagna;FE;NonCap;592,89;788,06;613,22;772,24;414,77;465,01;398,23;456,03;360,58;431,37;347,21;439,34;376,51;394,88;342,95;414,3;347,47;461,21;372,27;504,15;411,7;582,54;509,26;579,1;487,08;585,07;497,15;630,75;554,06;649,75;582,7;705,38;594,65;750,57;571,8;778,52;520,36;556,63;681,61;916,68;839,2;1095,22;920,21;1209,46;957,12;1218,47;882,27;1120,5;875,07;1046,95;807,33;1118,63;826,84;1043,76;824,86;1100,52
Nord Est;Emilia-Romagna;FO;cap;231,24;295,6;230,72;307,56;206,05;229,52;162,88;252,25;179,56;200,81;165,94;188,63;163,11;215,71;172,39;223,91;130,71;220,25;215,92;234,57;199,75;249,23;240,66;270,02;230,53;278,17;209,92;294,33;277,16;310,74;258,6;359,25;247,99;338,74;308,14;327,91;243,3;251,68;272,6;434,12;337;474,44;387,88;450,12;392,99;467,09;363,43;445,45;391,86;354,41;311,54;404,18;284,82;358,31;357,01;445,15
Nord Est;Emilia-Romagna;FO;NonCap;579,07;685,23;623,38;802,48;438,81;488,35;416,14;501,88;409,73;421,98;336,86;433,94;371,9;439,71;389,37;462,24;385,8;505,86;446,04;561,27;429,63;586,9;506,62;654,14;507,05;650,92;539,99;710,01;543,11;740,86;655,32;822,78;639,08;690,95;679,6;835,77;538,53;627,33;644,21;943,53;767,7;953,8;842,53;1059;788,87;1018,61;908,55;1019,85;732,99;717,6;700,12;945,05;636,82;833,85;749,11;1018,4
Nord Est;Emilia-Romagna;MO;cap;442,34;535,37;365,94;453,48;332,23;335,33;232,75;372,68;242,99;315,34;293,3;357,82;328,15;438,08;314,24;392,28;279,96;424,1;392,23;473,04;442,8;566,52;418,42;580,2;423,46;502,64;439,51;603,97;472,37;682,28;475,25;656,77;543,84;646,98;556,34;640,35;503,15;540,21;493,91;612,88;617,72;824,6;574,55;877,25;605,03;776,38;531,78;648,62;549,27;583,73;521,64;690,87;478;644,06;458,08;688,07
Nord Est;Emilia-Romagna;MO;NonCap;1142,58;1309,44;1118,26;1463,07;860,95;777,7;752,23;942,46;704,19;831,65;688,41;890,65;785,54;939,34;815,43;1058,26;793,7;1018,24;847,94;1151,47;1022,97;1253,75;1125,18;1337,82;1001,65;1384,08;1142,36;1498,7;1217,05;1664,71;1284,45;1683,83;1323,4;1598;1409,82;1851,47;1120,29;1284,97;1388,07;2060,62;1756,83;2281,55;1790,47;2364,35;1808,14;2279,66;1862,6;2266,73;1618,36;1800,62;1603,06;2207,28;1733,88;1999,92;1651,95;2527,67
Nord Est;Emilia-Romagna;PC;cap;258,68;292,21;268,82;359,81;213,21;244,17;201,28;238,55;203,28;213,74;184,58;193,82;210,65;217,01;183,39;234,46;195,63;259,2;228,93;230,39;280,62;403,63;265,24;313,74;311,12;338,6;322,75;366,06;279,85;378,79;296,51;398,78;311,02;363,57;279,77;375,68;229,47;279,09;305,49;434,74;351,62;435,2;376,32;445,98;399,27;433,1;411,01;472,72;361,52;451,6;351,56;414,38;327,73;428,99;343,09;449,33
Nord Est;Emilia-Romagna;PC;NonCap;444,7;581,69;478,92;646,01;406,63;398,37;331,37;442,15;328,26;367,29;311,85;358,13;318,11;308,49;319,77;399,19;306,27;339,52;316,29;401,15;319,56;445,05;390,05;482,49;391,12;475,18;408,7;538,69;424,84;447,53;406,06;645,28;433,66;483,6;452,35;575,13;349,66;352,53;489,27;742,99;674,84;837,03;662,63;847,41;700,71;815,63;714,05;803,02;668,01;770,07;609,35;935,67;559,67;717,85;561,21;924,6
Nord Est;Emilia-Romagna;PR;cap;584,01;760,24;542,56;759,94;473,8;501,12;340,87;488,9;401,94;483,09;375,54;516,76;595,54;470,08;427,98;515,66;427,76;550,81;473,5;547,31;559,78;661,96;511,59;662,46;539,41;747,5;588,57;713,5;544,43;736,17;532,9;883,38;621,43;701,99;658,61;783,3;557,98;561,02;674,78;789,43;713,93;818,93;773,96;921,74;822,92;1053,36;711,21;920,85;630,77;777,54;710,67;919,26;569,56;780,91;595,01;1092,84
Nord Est;Emilia-Romagna;PR;NonCap;620,16;711,84;684,01;903,47;475,89;498,12;442,26;506,56;395,63;532;415,44;491,05;381,22;516,52;440,27;462,44;347,3;510,9;449,45;602,21;466,75;623,43;566,45;657,72;570,36;682,53;555,88;712,16;563,3;714,64;663,45;829,46;625,96;748,64;728,4;837,11;513,68;549,88;751,16;1045,53;859,52;1074,74;903,72;1135,53;827,55;1107,95;960,33;1126,46;764,08;976,34;1016,31;1155,98;749,65;942,54;834,86;1158,47
Nord Est;Emilia-Romagna;RA;cap;480,69;676,59;460,22;607,35;412,94;440,16;315,12;405,45;327;409,06;313,48;399,54;302,66;372,77;315,24;394,76;334,12;401,69;385,31;430,16;378,25;559,5;493,67;562,93;460,45;616,66;462,49;548,71;457,51;560,13;482,59;628,14;505,62;606,98;481,42;597,47;411,86;576,87;522,36;673,68;631,87;813,98;700,66;882,81;696,5;930,08;720,61;890,98;705,52;724,82;553,3;734,39;553,21;738,01;564,75;930,74
Nord Est;Emilia-Romagna;RA;NonCap;549,23;675,89;542,53;726,57;407,17;460,39;353,97;494,91;342,78;456,63;339,65;422,28;382,09;428,31;318,8;469,24;419,37;426,88;432,94;528,76;489,45;603,52;575,13;650;476,16;665;501,93;648;503,8;627,68;525,02;714,47;555,69;728,74;597,09;668,09;537,38;529,11;552,26;863,15;742,06;917,19;841,48;1032,48;812,5;959,16;863,82;963,91;757,09;774,89;606,29;994,56;657,34;852,69;698,47;940,97
Nord Est;Emilia-Romagna;RE;cap;395,02;448,29;370,77;506,62;289,99;334,66;232,08;327,9;265,44;309,08;244,78;287,52;309,31;376,35;269,46;381,68;305,5;373,79;315,29;431,77;369,97;506,76;436,4;475,3;398,62;488,57;422,37;536,94;456,22;540,38;487,64;561,54;512,93;594,11;554,59;659,03;448,82;469,13;486,98;631,05;626,07;753,37;604,51;767,17;636,19;798,05;639,11;769,82;579,34;623,65;537,41;665,71;534,66;642,42;536,98;694,78
Nord Est;Emilia-Romagna;RE;NonCap;700,65;804,5;766,11;927,67;515,67;510,58;428,45;522,25;406,42;526,61;409,58;515,2;451,5;588,93;447,59;582,52;455,73;615,25;511,5;660,71;555,45;755,12;620,76;799,72;666,96;756,09;666,27;911,2;721,61;950,82;875,85;1056,37;817,77;973,34;863,24;1103,15;735,34;766,12;860,37;1262,14;1033,56;1383,67;1138,61;1483,22;1116,96;1411,65;1221,05;1353,03;1016,95;1127,77;1026,96;1219,5;952,52;1143,5;984,59;1398,12
Nord Est;Emilia-Romagna;RN;cap;379,65;377,24;305,55;453,92;289,35;267,08;205;308,04;231,35;225,64;210,99;264,44;212,4;286,02;224,95;255,8;217,51;259,26;256,1;311,81;237,22;334,67;256,59;350,06;286,97;299,36;304,98;356,31;261,92;387,92;359,06;420,87;374,7;419,89;334,69;419,45;319,59;316,07;328,11;512,99;381,55;518,24;473,28;612,64;465,08;528,58;490,65;494,11;362,18;413,88;362,47;535,19;393,24;435,69;413,31;748,12
Nord Est;Emilia-Romagna;RN;NonCap;482,16;544,65;473,36;636,61;361,73;396,67;289,96;396,54;252,42;344,06;269,89;365,72;279,6;297,44;315,3;344,01;258,96;393,73;284,49;380,66;321,69;418,25;416,93;472,19;381,54;460,01;382,66;479,15;380,73;423;412,33;544,39;439,7;513,59;411,12;522,13;359,98;403,59;465,26;630,05;542,47;716,32;591,76;779,59;581,28;760,57;483,33;748,92;534,21;551,26;511,54;691,09;492,73;623,79;458,05;809,28
Nord Est;Friuli- Venezia Giulia;PN;cap;116,86;142,65;140,51;171,45;98,24;110,32;90,61;117,77;95,95;99,23;122,3;101,99;97,67;106,02;94,14;108,84;103,24;122,59;105,5;120,09;123,67;182,07;136,35;154,01;136,05;167,55;105,15;223,34;145;168,02;146,68;188,12;182,62;186,64;196,02;205,51;154,52;167,03;167,57;233,16;198,47;221,72;233,08;234,6;194,46;247,19;188,44;282,1;163,03;215,02;179,71;209,76;143,68;177,76;160,1;337,53
Nord Est;Friuli- Venezia Giulia;PN;NonCap;510,78;588,54;521,47;686,36;381,71;407,35;348,51;483,31;385,12;442,43;387,67;430,42;356,37;393,03;336,74;429,08;349,54;441,7;468,35;514,03;430,54;525,77;553,21;617,59;505,37;576,11;553,59;632,08;480,84;580,42;599,53;772,18;526,15;635,42;627,81;744,22;423,34;479,74;680,93;875,11;670,95;796,31;761,14;1102,07;670,65;887,7;795,37;932,72;587,22;665,22;598,09;824,16;596,22;713,03;645,76;930,2
Nord Est;Friuli- Venezia Giulia;UD;cap;359,77;309,64;311,27;369,84;248,69;237,73;193,5;263,62;237,54;240,84;203,63;264,14;257,9;225,17;242,01;293,36;198,21;281,86;259,79;268,48;243,58;333,05;308,23;356,07;316,26;330,81;280,83;386,74;273,23;384,32;348,88;390,92;370,83;380,33;355,17;401,56;305,19;294,27;352,83;473,52;403,41;420,76;476,93;474;393,31;491,78;408,18;495,82;368,87;404,45;352,7;465,84;299,11;412,93;358,1;473,98
Nord Est;Friuli- Venezia Giulia;UD;NonCap;968,43;1054,14;937,46;1127,19;622,1;751,56;595,37;737,27;597,28;749,16;589,57;733,31;596,8;711,45;678,28;828,48;657,85;854,27;836,1;904,48;777,12;954,05;878,93;1032,97;800,48;975,22;872,49;1122,98;766,18;1058,28;915,88;1195,79;873,75;1115,43;985,53;1355,4;780,99;790,82;1146,52;1369,69;1097,44;1483,97;1252,73;1539,57;1195,4;1547,4;1304,81;1541,7;1038,76;1171,13;1047,79;1335,18;1006,81;1233,49;1202,64;1558,41
Nord Est;Veneto;BL;cap;59,65;105,27;68,56;103,04;66,25;78,08;40,91;78,78;42,39;58,01;54,01;57,81;55,95;63,07;47,97;76,5;61,03;72,18;59,06;73,62;73,01;83,96;79,88;78,23;80,25;89,04;74;97,64;79,74;99,6;95,99;105,55;104,62;91,94;91,94;112,81;75,84;68,45;94,84;149,44;95,75;109,74;116,67;137,69;99,88;149,94;126,89;149,6;105,46;93,9;102,92;124,06;82,51;106,42;125,17;142,42
Nord Est;Veneto;BL;NonCap;387,85;492,62;409,55;544,41;347;334,69;340,89;393,26;288,47;319,34;302,57;350,94;262,31;294,91;296,92;358,13;267,09;374,09;335,18;436,72;330,9;409,4;420,3;461,31;352,74;414,09;355,78;493,41;383,62;434,2;419,62;568,7;401,47;453,86;448,71;626,41;342,47;392,12;582,66;679,11;512,08;689,19;652,71;830,2;594,48;745,37;640,51;766,99;559,68;656,33;569,3;749,58;510,68;615,39;584,68;754,79
Nord Est;Veneto;PD;cap;620,54;626,51;555,3;696,26;387,1;462,5;444,56;496,76;406,08;437,22;382,66;382;380,78;436,64;392,35;523,27;408,57;563,66;463,15;655,77;576,98;721,14;652,43;677,01;616,17;711,68;620,97;816,21;670,59;899,34;736,2;936,62;790,53;891,8;733;894,43;612,17;709,55;669,49;859,85;776,77;1011,89;878,36;1045,54;910,79;1055,53;800,98;1025,56;723,09;880,72;750,88;954,54;780,52;928,71;790,67;1102,74
Nord Est;Veneto;PD;NonCap;1454,53;1752,51;1561,99;1832,75;1121,36;1253,81;1028,35;1258,88;925,28;1093,65;983,83;1146,1;1079,68;1177,88;1015,08;1246,11;1013,26;1261,11;1212,82;1454,04;1187,08;1610,07;1449,51;1687,12;1353,87;1794,36;1528,45;1810,26;1481,85;1855,59;1714,08;2115,81;1678,61;1879,85;1779,7;2150,56;1435,88;1558,67;1778,24;2188,11;2032,98;2553,11;2169,74;2617,84;2158,55;2624,76;2169,27;2374,24;1836,44;2100,83;1944,82;2436,32;1650,03;2038,33;1810,26;2532,54
Nord Est;Veneto;RO;cap;162,06;196,75;139,63;163,41;97,6;130,21;118;110,08;82,89;108,42;91,97;89,57;108,09;132,33;85,34;102,63;91,3;147,89;122,94;115,9;112,44;137,14;129,82;169,86;142,82;140,66;109,09;162,51;110,25;171,82;150,68;174,54;129,86;150,68;120,88;176,71;102,68;127,24;114,06;208,97;142,81;191,48;167,09;197,8;145,35;218,76;180,37;204,13;151,37;192,28;155,09;203,96;156,63;189,59;159,63;188,92
Nord Est;Veneto;RO;NonCap;381,92;473,29;346,74;475,82;289;323,3;249,39;353,7;255,97;310,32;245,43;313,16;242,07;289,22;273,39;317,94;241,6;332,4;313,69;403,02;313,76;395,94;359,25;408,26;353,13;410,31;356,85;446,61;358,15;485,86;350,86;504,71;410,44;450,1;420,8;533,69;313,81;356,66;488,61;637,5;517,04;623,65;548,72;670,18;585,01;641,76;562,89;615,92;539,33;575,58;532,03;680,33;486,23;568,66;544,8;747,57
Nord Est;Veneto;TV;cap;229,61;281,01;220,09;258,2;174,05;207,94;157,81;175,25;153,49;159,09;131,77;172,85;138,19;171,89;141,17;170,95;161,99;211,68;189,49;209,03;216,26;290,74;251,47;281,74;223,41;277,59;246,01;312,91;269,31;318,36;317,16;325,61;284,82;317,12;310,4;421,16;253,7;254,62;306,67;362,72;318,48;381,8;381,39;434,09;326,88;396,82;337,02;433,49;336,75;322,32;310,01;364,99;270,65;337,67;311,64;406,66
Nord Est;Veneto;TV;NonCap;1460,79;1644,82;1455,79;1730,41;1053;1141,06;986,06;1204,6;904,11;991,14;946,41;1049,47;1031,81;1036,32;964,01;1207,23;948,64;1185,17;1129,08;1418,66;1268,71;1555,89;1591,62;1714,26;1437,06;1838,49;1472,89;1908,44;1494,91;1868,3;1788,42;2212,41;1733,09;2111,4;1853;2185,12;1470,26;1592,3;1939,99;2469,13;2030,81;2608,09;2236,13;2685,19;2138,71;2600,79;2232,78;2516,41;2000,31;2146,29;1898,21;2481,5;1691,04;2102,78;2072,29;2793,01
Nord Est;Veneto;VE;cap;647,93;770;581,97;767,24;501,57;559,75;463,41;613,05;491,58;568,9;506,6;565,01;503,39;579,76;496,24;636,23;497,16;717,53;630,56;755,46;672,06;954,95;705,24;878,85;688,02;888,56;761,16;904,45;817,67;878,15;764,39;953,08;839,61;859,36;727,06;921,45;624,56;605,98;651,59;864,43;741,15;903,8;702,23;932,95;810,02;1034,22;882,58;942,39;854,1;917,68;823,14;1137,69;801;928,54;984,94;1145,64
Nord Est;Veneto;VE;NonCap;1641,41;1926,37;1446,24;2024,7;1362,63;1474,1;1102,17;1327,24;967,01;1274,81;1036,86;1349,25;1019,17;1240,11;1066,36;1374,1;1143,89;1562,99;1281,32;1644,5;1480,45;1956,74;1815,88;2008,52;1522,88;2046,24;1669,07;2128,4;1702,45;2347,15;1891,01;2261,69;1843,38;2340,36;2007,22;2380,25;1660,92;1846,04;2018,57;2563,09;2398,96;2987,51;2620,72;2827,68;2427,75;3408,69;2441,02;2689,4;2192,2;2446,27;2024,94;2569,79;1987,79;2588,83;2249,27;3070,89
Nord Est;Veneto;VI;cap;253,84;301,08;263,2;319,72;192,52;229,85;184,65;270,21;160,68;230,74;191,03;200,74;154,81;258,86;202,7;252,73;190,59;250,48;218,05;286,2;226,85;315,89;262,88;335,43;252,64;276,24;253,64;379,98;277,6;368,52;292,21;400,11;340,78;430,5;373,08;461,33;303,73;308,8;384,27;468,98;376,34;468,74;369,53;511,14;403,69;493,26;391,61;507,02;420,22;451,46;378,89;468,36;332,82;394,42;425,45;610,65
Nord Est;Veneto;VI;NonCap;1414,83;1781,85;1321,94;1770,73;1075,24;1139,17;979;1236,08;967,47;1132,75;997,85;1200,87;984,58;1114,09;1005,62;1417,75;1043,21;1227,53;1146,43;1510,26;1250,14;1621,61;1450,09;1741,85;1354,11;1600,35;1463,16;1895,07;1467,38;1841,33;1662,69;2111,12;1662,36;1941,1;1833,05;2292,06;1472,79;1571,83;1937,35;2359,68;2083,11;2581,66;2246,82;2686,22;2256,52;2658,86;2205,96;2517,44;1969,81;2122,11;1845;2479,32;1691,25;2146,88;1954,92;2595,31
Nord Est;Veneto;VR;cap;622,52;720,74;608,25;901,06;479;506,64;417,09;510,82;431,66;467,57;480,89;581,37;538,01;595,19;468,83;655,67;532,75;712,68;558,41;625,34;653,17;829,76;692,61;780,89;719,81;821,07;748,85;903,46;711,78;956,1;774,17;920,25;740,12;876,81;772,03;947,43;678,01;661,49;710,71;894,75;1023,02;970,39;786,9;1005,19;846,23;1112,75;902,5;1076,41;879,84;902,87;790,36;1017,34;704,77;868,87;812,35;1069,36
Nord Est;Veneto;VR;NonCap;1490,42;1733,89;1501,88;2021,78;1204,12;1323,94;1124,42;1357,12;1001,22;1191,46;1293,86;1313,71;1100,84;1327,82;1136,18;1500,54;1148,27;1457,53;1379,45;1591,99;1388,71;1773,48;1614,86;1896,9;1633,87;1870,49;1643,58;2042,74;1663,84;2009,12;1789,87;2138,24;1834,97;2139,45;1888;2300,55;1488,65;1672,39;2036,98;2488,12;2188,87;2618,74;2337,11;2870,38;2280,51;2745,45;2348,27;2713,14;2007,05;2364,95;1982,94;2598,8;1820,32;2256,82;2095,91;2703,68
Centro;Lazio;FR;cap;66,64;74,48;59,42;77,5;50,48;76,79;79,34;46,23;50,99;53,54;61,26;84,72;41,55;61,86;44,5;46,5;59,34;67,17;41,44;54,06;64,52;79,22;43,87;44,55;52,56;66,55;50,41;59,39;56,55;70,59;43,78;69,81;69,34;85,09;65,92;87,23;67,61;43,27;68,39;76,87;74,79;86,78;84,09;97,09;91,47;124,9;78,5;85,79;81,16;81,35;72,43;106,11;60,52;97,42;64,11;101,87
Centro;Lazio;FR;NonCap;581,27;691,16;537,57;707,7;485,44;453,92;422,93;479,95;418,42;477,11;401,84;463,34;433,14;440,72;389,03;453,75;398,82;430,54;457,09;496,15;463,74;498,91;424,44;576,4;462,67;534,07;428,55;586,03;487,98;535,72;486,76;654;510,7;524,06;515,89;629,47;437,47;395,6;556,41;700,22;573,9;754,63;659,7;925,88;673,36;759,42;690,9;904,32;741,03;755,27;640,92;875,62;685,72;768,99;658,63;916,17
Centro;Lazio;LT;cap;354,89;460,43;307,66;398,98;211,28;235,72;186,37;236,87;226,23;255,04;189,03;279,24;231,61;237,59;198,36;224,94;219,37;221,76;223,41;268,39;208,08;248,48;247,49;267,72;232,53;300,61;239,12;287,49;276,82;309,73;255,53;331,67;290,86;310,35;260,72;321,93;240,51;216;264,04;385,46;306,15;411,53;320,41;398,64;498,79;477,01;316,91;390,12;306,53;363,94;267,79;341,56;299,66;342,51;243,58;369,2
Centro;Lazio;LT;NonCap;887,51;959,47;838,23;1048,91;646;746,73;599,82;712,64;498,87;591,21;643,02;672,54;623,44;681,13;522,59;620,89;582,25;630,15;602,36;744,69;669,65;827,66;660,37;805,36;728,35;855,21;734,68;885,58;780,16;853;766,38;965,13;802,53;941;774,32;852,79;698,88;690,34;877,51;1116,22;985,43;1277,03;1023,85;1301,08;1149,48;1337,52;980,52;1182,46;1034,58;1130,34;923,05;1152,11;994,91;1181,1;943,8;1299,84
Centro;Lazio;RI;cap;104,96;114,09;100,92;167,84;88,31;87,68;90,49;89,95;71,05;99,59;68,33;67,28;90,82;69,18;56,13;85,86;83,55;59,81;80,7;122,02;91,3;102,14;65,69;84,92;77,89;81,84;65,61;66,47;84;90,64;93,08;96,67;94,08;113,91;109;131,66;71,5;69,5;90,88;139,63;122,91;140,53;144;150,26;123,72;151,86;116,07;134,65;106,99;129,79;99,04;136,53;91,63;149,27;84,83;166,59
Centro;Lazio;RI;NonCap;260,96;365,95;286,15;427,98;268,84;283,5;223,23;266,75;212,75;244,01;219,87;274,34;203,78;244,2;242,12;250,96;212,05;249,49;198,52;235,26;209,62;269,41;214,1;244,16;177,3;217,68;193,63;308,15;220,23;253,53;216,77;295,55;248,2;236,66;233,29;307,06;209,15;182,64;311,6;363,97;297,08;388,79;332,36;436,65;333,49;403,26;314,91;422,5;296,25;420,57;295,2;424,43;385,12;361,49;337,87;463,95
Centro;Lazio;RM;cap;7656,78;8903,96;7381,65;9589,34;6057,34;7191,35;5371,22;7029,8;5414,76;6692,32;5402,57;6253,32;6581,66;6983,87;6041,72;7496,99;5828,01;7320,37;6318,47;7889,1;6553,26;8239,78;6903,04;8518,2;7221,17;8610,91;6921,57;8411,02;7083,15;8540,63;7157,13;9330,65;7924,5;8774,96;7489,15;8598,51;6757,29;6729,05;6779,37;9284,03;8684,22;10486,57;8744,91;10975,42;9235,25;11657,02;8899,64;10310,72;8280,18;9145,25;7745,48;9202,04;7708,16;9467,64;7842,04;10109,6
Centro;Lazio;RM;NonCap;3982,28;4960,91;3852,97;5024,83;3349,03;3378,03;2614,13;3094,8;2641,53;2928,69;2437,13;2759,21;2702,74;2951,56;2481,56;2947,77;2544,23;3036,67;2634,31;3348,76;3173,07;3744,51;3168,85;3786,85;3255,9;3934,99;3239,57;3941,61;3421,49;3998,61;3492,43;4360,89;3853,92;4348,46;3480,65;4390,01;3299,96;2968,47;3607,72;4959,09;4666,82;5519,6;4756,95;5807,13;4954,76;5972,77;4570,3;5493,33;4350,7;4891,61;4070,84;5176,14;4057,57;5107,82;4283,77;5949,26
Centro;Lazio;VT;cap;272,46;228,52;168,19;233,64;161,45;162,25;137,01;153,82;127,11;146,34;119,27;131,61;122,5;131,89;141,21;159,89;191,44;181,11;121,55;195,25;160,55;190,01;207,04;212,23;176,72;254,2;152,69;193,43;196,21;227,43;167,17;232,04;246,03;218,55;197,46;257,73;179,75;154,58;214,55;230,62;236,5;303,85;225,23;343,69;250,96;329,98;222,52;263,81;244,1;243,87;207,1;276,31;195,23;253,94;233;283,85
Centro;Lazio;VT;NonCap;637,86;748,72;605,12;833,53;481,56;581,56;390,38;598,13;410,07;490,28;368,02;414,52;475,51;506,78;385,01;520,2;416,72;558,74;424,67;522,24;482,02;585,02;552,35;653,7;532,39;609,85;527,51;687,72;535,68;666,82;581,98;765,76;612,54;730,88;571,04;727,49;468,28;441,08;697,55;910,89;791,64;944,2;834,3;1101,19;851,2;1027,44;796,57;1049,54;799,74;924,83;692,46;987,79;757,53;887,31;718,24;1004,79
Centro;Marche;AN;cap;215,06;250,69;241,92;390,41;166,57;172,17;148,66;203,36;166,22;172,66;134,47;146,36;160,51;164,55;171,84;176,44;147,03;215,13;220,56;245,64;217,79;280,5;224,45;271,08;247,43;277,37;240,34;267,05;210,01;268,42;292,43;330,17;273,4;337,91;264,28;323,43;246,91;221,96;221,44;310,1;301,28;329,86;289,43;349,16;362,03;378,38;343,62;415,76;299,58;316,89;297,58;352,53;274,74;366,86;297,13;401,42
Centro;Marche;AN;NonCap;811,39;940,39;915,1;1057;623,83;706,08;561,97;684,31;472,09;544,35;514,8;614,52;540,03;613,68;487,2;572,21;458,31;569,01;557,08;657,31;589,8;742,33;603,68;714,64;636,34;738,63;676,3;796,86;698,73;842,58;731,97;897,5;745,77;871,83;751,73;843,94;645,37;662,2;817,55;1127,82;877,09;1165,44;1011,52;1329,07;1082,06;1337,74;1021,45;1176,97;951,28;1026,63;879,85;1235,85;945,08;1102,07;917,14;1174,43
Centro;Marche;AP;cap;89,62;80,18;63,51;92,89;51,33;58,5;44,84;58,86;39,61;58,9;98,36;60,49;47,5;56,92;60,85;75,47;53,75;58,81;68,53;81,61;68,34;82,31;75,67;79,38;58,49;76,1;63,44;76;55,21;109,73;78,66;110,24;81,64;88,29;77,93;111,36;85,51;83,98;96,85;138;89,96;149,9;94,74;97,69;113,51;111,25;107,43;141,75;94;116,1;78,87;124,46;77,19;97,53;94,29;141,3
Centro;Marche;AP;NonCap;676,89;663,26;547,62;843,07;449,76;519,94;421,52;534,64;386,19;493,44;404,75;511,45;367,76;460,91;402,65;458,85;404,07;463,82;445,53;546,29;464,24;571,39;505;602,78;436,41;573,25;510,04;617,8;512,1;615,32;527,74;664,87;663,39;696,57;541,31;650,7;523,21;551,48;634,93;873,75;686,73;967,29;791,85;965,54;866,41;1219,78;816,71;907,03;684,83;818,3;774,64;969,63;703,12;816,46;727,68;1147,19
Centro;Marche;MC;cap;97,92;104,5;89,95;120,44;96,93;90,32;52,41;84,6;60,43;66,95;57,58;68,8;63,3;57,74;54,56;83,55;65,91;65,74;89,41;102,78;90,44;108,04;84,08;98,78;81,92;83;78;103,24;79,53;106,56;102,34;97,23;89,57;95,64;83,31;120,18;84,78;61,57;74,04;104,9;101,28;108,84;97,33;113,25;98,95;141,75;93,49;142,03;79,42;102,22;99,96;119,14;100,62;123,59;87,89;136,84
Centro;Marche;MC;NonCap;609,67;671,45;522,19;667,37;401,12;469,37;395,25;453,16;333,87;383,99;340,23;388,23;367,1;365,46;349,87;406,22;333,17;354,57;386,9;450,31;386,93;496,34;433,22;481;387,87;430,7;426,88;468,66;410,36;475,61;419,01;610,55;530,83;554,87;453,35;594,09;411,4;396,99;589,25;753,81;661,67;799,41;726,39;889,58;703,79;990,35;650,75;758,72;611,93;668,16;610,99;803,83;591,73;692,64;724,96;931,45
Centro;Marche;PS;cap;205,43;243,4;208,68;277,37;216,67;203,35;155,43;179,16;135,12;135,41;121,4;133,97;155,14;168,87;146,9;152,45;140,11;174,01;156,35;205,04;165,42;214,61;224,17;262,33;200,08;224,32;215,5;220,51;202,5;211,41;204,87;278,67;207,24;266,38;228,92;279,73;166,07;195,4;213,31;311,09;287,63;342,69;285,27;335,82;281,28;362,16;279,25;320,5;262,54;259,49;255,84;299,58;234,49;286,13;261,06;332,44
Centro;Marche;PS;NonCap;454,7;633,08;581,49;635,55;398,44;421,15;373,48;416,93;298,19;365,61;338,56;410,28;308,83;348,66;344,77;401,88;298,43;385,72;424,13;443,3;386,44;491,78;496,78;529,76;392,76;496,77;442,27;510,74;413,35;515,41;513,96;611,78;521,54;552,33;524,22;634,28;427,72;393,25;590,97;796,15;668,47;875,24;733,65;955,53;744,91;992,86;718,05;822,53;700,22;723,19;596,45;811,39;621,9;712,52;693,01;937,39
Centro;Toscana;AR;cap;183,8;233,09;204,65;232,51;150,12;164,16;134,64;148,93;118,32;144,2;135,49;166,53;147,25;159,39;118,66;146,82;122,45;160,88;130,84;194,95;180,67;209,93;189,26;202,18;179,5;219,39;149,08;195,48;183,21;232,5;193,28;260,86;197,28;228,38;211,34;246,92;162,41;174,82;196,57;240,25;271,9;265,54;227,75;293,84;327,98;358,57;260,31;302,7;237,17;280,1;222,65;277,78;235,13;262,25;236,78;276,36
